Code,종목명,섹터,종가,RSI14,5일수익률(%),PER,ROE,시총_억,평가
012330,현대모비스,자동차부품,422000,8.88,-6.33,10.58,7.68,379043,◎ 극과매도(RSI 9)
005380,현대차,자동차,383500,19.11,-4.01,12.49,8.41,785246,◎ 극과매도(RSI 19)
005850,에스엘,자동차부품,51400,19.28,-1.91,6.26,12.81,23875,◎ 극과매도(RSI 19)
034220,LG디스플레이,디스플레이패널,9130,19.35,-5.09,-3.38,3.44,45650,◎ 극과매도(RSI 19)
011210,현대위아,자동차부품,57600,21.67,-3.52,22.09,2.75,15664,○ 과매도(RSI 22)
005387,현대차2우B,자동차,184800,22.88,-3.95,6.02,,64613,○ 과매도(RSI 23)
079550,LIG디펜스앤에어로스페이스,우주항공과국방,652000,22.92,-11.17,50.07,19.2,143440,○ 과매도(RSI 23)
439260,대한조선,조선,46950,23.91,-4.18,5.92,32.19,17883,○ 과매도(RSI 24)
014680,한솔케미칼,화학,193100,24.9,-4.88,14.13,14.34,20843,○ 과매도(RSI 25)
329180,HD현대중공업,조선,436500,24.91,-4.49,17.03,18.82,458156,○ 과매도(RSI 25)
