섹터,종목수,평균PER,평균ROE,평균DIV,시총합_억
반도체와반도체장비,16,12.62,14.27,,30261839
은행,11,12.16,7.87,,2171016
조선,14,22.84,22.5,,1546525
제약,62,-5.7,4.38,,1542171
자동차,10,10.94,9.16,18.84,1405276
전기제품,11,198.78,-9.42,,1387945
전자장비와기기,20,21.41,0.91,,1311375
복합기업,17,22.28,2.65,,1190119
전기장비,14,8.18,17.0,,1135347
우주항공과국방,8,37.52,18.71,,1087029
석유와가스,12,-2.86,-1.49,,960835
증권,33,7.72,8.4,,909859
화학,72,19.33,5.75,9.16,793824
자동차부품,73,-46.17,5.56,,736880
기계,22,-2.15,3.62,18.7,734576
생명보험,3,18.15,5.56,,671782
손해보험,11,2.8,12.67,,558572
IT서비스,14,33.35,7.52,,499683
양방향미디어와서비스,3,28.16,5.08,,487718
건설,39,7.83,7.26,,440821
화장품,19,16.2,15.5,,414329
철강,36,-3.06,0.36,13.06,390891
식품,52,5.47,1.25,,371418
전자제품,4,-54.78,4.36,,342394
비철금속,26,1.62,3.38,9.06,321210
전기유틸리티,4,53.35,11.65,,272038
무선통신서비스,3,19.22,4.67,,261593
해운사,8,13.47,7.94,,245320
항공사,8,-53.74,-83.43,,237932
게임엔터테인먼트,5,8.95,11.92,,207879
항공화물운송과물류,10,4.51,7.48,,181378
백화점과일반상점,12,18.52,1.63,,179630
담배,1,13.91,11.77,,179073
에너지장비및서비스,10,74.27,2.08,,176340
"섬유,의류,신발,호화품",45,11.14,5.45,11.2,169606
무역회사와판매업체,7,8.73,84.01,,139857
기타,27,,,,138363
다각화된통신서비스,1,10.56,10.22,,136848
가정용기기와용품,5,6.37,13.41,,95090
부동산,28,51.36,1.87,17.24,94243
방송과엔터테인먼트,8,25.01,-2.5,,93885
건축자재,31,4.13,3.84,,92282
가스유틸리티,11,5.5,7.33,,79639
"호텔,레스토랑,레저",9,6.05,3.32,,74515
운송인프라,3,5.45,10.46,,63000
카드,1,8.66,7.45,,53469
상업서비스와공급품,9,9.4,9.04,,46984
디스플레이패널,2,-3.38,3.44,,46205
통신장비,3,13.43,8.28,,31965
광고,3,7.19,10.32,,30351
도로와철도운송,5,-8.1,-10.84,,27446
포장재,16,-26.58,2.12,,25638
음료,9,-7.46,3.71,,25478
건강관리장비와용품,5,8.15,-4.92,,17377
가구,7,24.7,4.35,,15608
핸드셋,3,-9.45,4.47,,14699
복합유틸리티,1,2.47,14.84,,8754
디스플레이장비및부품,3,-1516.18,-3.54,,7627
종이와목재,10,-0.39,-4.97,,7076
사무용전자제품,1,10.25,1.88,,3886
창업투자,1,15.87,5.99,,3230
건강관리업체및서비스,1,3.7,11.08,,2363
건축제품,4,-1.22,-1.76,,2354
교육서비스,4,-2.69,-12.33,11.76,2283
출판,2,3.09,96.89,,2197
식품과기본식료품소매,2,2.28,11.89,,1724
전문소매,1,-6.05,-0.26,,1492
레저용장비와제품,2,2.53,6.36,,1462
가정용품,2,,,,1257
소프트웨어,1,7.74,5.56,,1234
판매업체,2,-57.9,-9.09,,1181
생물공학,2,,,,1026
컴퓨터와주변기기,2,,,,616
문구류,1,,,,256
