Code,종목명,섹터,PER,ROE,종가,시총_억,점수,평가
001470,삼부토건,건설,0.01,73.64,5820,2278,0.014,◎ 매우 저평가
013520,화승코퍼레이션,자동차부품,1.74,31.51,2570,1286,0.072,◎ 매우 저평가
002380,KCC,건축자재,1.16,23.51,482000,41418,0.092,◎ 매우 저평가
016880,웅진,출판,3.09,96.89,1960,1567,0.102,◎ 매우 저평가
136490,선진,식품,3.06,23.5,10990,2613,0.177,○ 저평가
015760,한국전력,전기유틸리티,2.63,19.4,32150,206391,0.207,○ 저평가
096760,JW홀딩스,제약,3.66,23.57,4180,3090,0.208,○ 저평가
402340,SK스퀘어,반도체와반도체장비,4.19,37.82,1041000,1373329,0.23,○ 저평가
003650,미창석유,화학,1.89,15.44,133500,2322,0.24,○ 저평가
023590,다우기술,증권,2.27,15.95,38300,16579,0.247,○ 저평가
