섹터,종목수,평균PER,평균ROE,평균DIV,시총합_억
반도체와반도체장비,16,21.85,14.27,,42801418
전자장비와기기,20,41.07,0.59,,2048312
은행,11,10.8,7.87,,1956052
조선,14,0.45,22.5,,1758809
자동차,10,8.66,9.16,14.34,1698277
제약,62,0.86,4.53,,1447383
복합기업,17,48.61,2.65,,1396749
전기장비,14,57.45,17.0,,1385111
전기제품,11,10.31,-9.42,,1354548
우주항공과국방,8,42.85,18.71,,1146470
증권,33,8.48,8.33,,975443
석유와가스,12,9.23,-0.77,,963039
생명보험,4,17.53,5.94,,880790
화학,72,-63.57,6.33,9.72,807711
자동차부품,73,5.09,5.75,,804809
기계,22,16.57,3.11,19.7,786223
IT서비스,14,34.56,7.52,,484154
손해보험,11,10.11,12.67,,476219
양방향미디어와서비스,3,19.86,5.08,,466480
건설,39,13.64,6.92,,428555
철강,36,3.16,1.95,12.12,364756
화장품,19,10.4,15.5,,352514
전자제품,4,-24.19,4.36,,344514
식품,52,2.07,1.16,,327425
전기유틸리티,4,61.32,11.65,,302489
비철금속,26,6.82,3.38,,283431
백화점과일반상점,12,26.59,1.63,,251054
무선통신서비스,3,31.56,4.67,,249752
게임엔터테인먼트,5,10.55,11.92,,227748
해운사,8,13.57,7.94,,214373
항공사,8,6.3,-83.43,,207140
담배,1,16.71,11.77,,176166
에너지장비및서비스,10,-3.43,2.08,,170739
"섬유,의류,신발,호화품",45,14.91,5.37,12.03,169982
항공화물운송과물류,10,-3.41,6.89,,163879
기타,25,,,,159369
다각화된통신서비스,1,8.64,10.22,,133319
무역회사와판매업체,7,12.59,84.01,,124356
방송과엔터테인먼트,8,44.25,-12.33,,98617
부동산,28,30.56,1.34,17.31,94071
가정용기기와용품,5,9.49,11.76,,87546
건축자재,31,2.67,3.22,,87151
"호텔,레스토랑,레저",10,10.99,7.07,,78886
가스유틸리티,11,5.41,7.33,,71384
운송인프라,3,5.73,10.46,,63761
디스플레이패널,2,-70.74,3.44,,58160
카드,1,8.99,7.45,,55554
상업서비스와공급품,9,13.28,9.04,,42254
소프트웨어,2,23.2,10.78,,36156
통신장비,3,44.16,8.28,,33925
광고,3,7.93,10.32,,29251
음료,9,2.5,3.71,,24691
포장재,16,-12.87,2.8,,23214
도로와철도운송,5,-5.0,-7.55,,19878
건강관리장비와용품,5,12.33,-4.92,,17559
가구,7,17.98,4.35,,14430
핸드셋,3,-13.34,4.47,,13876
인터넷과카탈로그소매,1,9.82,4.36,,10476
디스플레이장비및부품,3,13.77,7.49,,7635
복합유틸리티,1,2.32,14.84,9.53,7480
종이와목재,10,82.72,-4.28,9.47,6459
사무용전자제품,1,14.82,1.88,,3789
창업투자,1,12.34,5.99,,2660
건축제품,4,-3.97,-11.82,,2244
교육서비스,4,,,12.57,2235
출판,2,3.18,96.89,,2140
건강관리업체및서비스,1,3.86,11.08,,1647
식품과기본식료품소매,2,2.95,11.89,,1576
전문소매,1,-16.5,-0.26,,1492
레저용장비와제품,2,4.11,6.36,,1449
가정용품,2,,,,1221
판매업체,2,-19.82,-9.09,,1133
생물공학,2,,,,1010
컴퓨터와주변기기,2,,,,611
문구류,1,,,,227
