Code,종목명,섹터,시총_억,종가,거래량,PER,ROE,DIV,평가
005930,삼성전자,반도체와반도체장비,13475672,230500,26101823,18.63,10.85,,◎ 대장주(#1)
000660,SK하이닉스,반도체와반도체장비,10920861,1495000,5498295,14.44,44.15,,◎ 대장주(#2)
005935,삼성전자우,반도체와반도체장비,1380881,172100,3356952,13.91,,,◎ 대장주(#3)
402340,SK스퀘어,반도체와반도체장비,1279996,970000,808124,8.24,37.82,,○ 우량주(#4)
009150,삼성전기,전자장비와기기,917986,1229000,971901,116.09,7.7,,○ 우량주(#5)
005380,현대차,자동차,819031,400000,527513,12.33,8.41,,○ 우량주(#6)
207940,삼성바이오로직스,제약,700845,1514000,48730,49.19,19.44,,○ 우량주(#7)
105560,KB금융,은행,608289,171500,729378,10.84,9.98,,△ 중대형(#8)
032830,삼성생명,생명보험,575000,287500,305933,20.03,4.96,,△ 중대형(#9)
012450,한화에어로스페이스,우주항공과국방,543478,1054000,271003,33.1,19.14,,△ 중대형(#10)
