섹터,종목수,평균PER,평균ROE,평균DIV,시총합_억
반도체와반도체장비,16,15.76,14.27,,31023315
은행,11,11.44,7.87,,2152261
조선,14,0.14,22.5,,1621416
제약,62,4.41,3.03,,1525335
자동차,10,7.98,9.16,15.89,1467761
전자장비와기기,20,27.79,0.59,,1263608
전기제품,11,3.7,-9.42,,1212178
전기장비,14,50.17,16.91,,1147126
복합기업,17,40.94,2.65,,1114189
우주항공과국방,8,38.92,18.71,,1027815
증권,33,7.95,8.4,,952395
석유와가스,12,7.99,-0.77,,904759
자동차부품,73,4.42,5.66,,776773
화학,72,-45.96,5.75,9.02,725776
생명보험,4,15.05,5.94,,697654
기계,22,14.66,3.11,19.73,673871
양방향미디어와서비스,3,21.7,5.08,,518591
손해보험,11,10.31,12.67,,513500
IT서비스,14,32.95,7.52,,459507
건설,39,13.35,7.37,,403156
화장품,19,12.66,15.5,,367192
철강,36,5.16,0.72,15.39,363388
식품,52,3.63,1.31,,347570
전기유틸리티,4,57.22,11.65,,294070
전자제품,4,-25.08,4.36,,292583
무선통신서비스,3,34.64,4.67,,273014
비철금속,26,6.5,3.51,8.75,270281
해운사,8,8.52,8.06,,236481
게임엔터테인먼트,5,10.23,11.92,,226019
백화점과일반상점,12,21.78,1.63,,207693
항공사,8,5.98,-83.43,,197710
담배,1,17.98,11.77,,189558
"섬유,의류,신발,호화품",45,15.08,5.45,11.49,184184
항공화물운송과물류,10,-1.72,7.48,,180415
기타,25,,,,142288
에너지장비및서비스,10,-0.29,2.08,,140649
다각화된통신서비스,1,8.88,10.22,,137100
무역회사와판매업체,7,14.01,84.01,,133762
방송과엔터테인먼트,8,51.44,-2.5,,113134
부동산,28,34.64,1.34,17.49,96477
가정용기기와용품,5,9.55,11.76,,89612
건축자재,31,2.17,3.84,,82373
가스유틸리티,11,5.75,7.33,,78697
"호텔,레스토랑,레저",10,9.05,5.36,,73859
운송인프라,3,5.68,10.46,,64247
카드,1,9.41,7.45,,58161
디스플레이패널,2,-59.26,3.44,,48810
상업서비스와공급품,9,13.49,9.04,,43516
광고,3,8.02,10.32,8.83,30725
통신장비,3,34.3,8.28,,26677
음료,9,2.42,3.71,,25546
포장재,16,-24.59,2.12,,23653
도로와철도운송,5,-8.69,-10.84,,22912
건강관리장비와용품,5,12.42,-4.92,,17478
가구,7,18.95,4.35,,16019
핸드셋,3,-11.13,4.47,,12417
복합유틸리티,1,2.37,14.84,9.34,7630
디스플레이장비및부품,3,12.74,7.49,,6966
종이와목재,10,67.06,-4.03,,6732
사무용전자제품,1,15.74,1.88,,4022
창업투자,1,14.3,5.99,,3082
교육서비스,4,-2.38,-12.33,14.47,2234
출판,2,3.41,96.89,,2230
건축제품,4,-3.89,-11.82,,2212
건강관리업체및서비스,1,4.6,11.08,,1964
식품과기본식료품소매,2,3.08,11.89,,1672
전문소매,1,-16.97,-0.26,,1535
레저용장비와제품,2,4.0,6.36,,1422
가정용품,2,,,,1228
소프트웨어,1,9.34,5.56,,1168
생물공학,2,,,,1065
판매업체,2,,,,903
컴퓨터와주변기기,2,,,,637
문구류,1,,,,325
