Code,종목명,섹터,시총_억,종가,거래량,PER,ROE,DIV,평가
005930,삼성전자,반도체와반도체장비,14849548,254000,23296044,20.53,10.85,,◎ 대장주(#1)
000660,SK하이닉스,반도체와반도체장비,12942675,1816000,4030933,17.54,44.15,,◎ 대장주(#2)
402340,SK스퀘어,반도체와반도체장비,1446264,1096000,892851,9.31,37.82,,◎ 대장주(#3)
005935,삼성전자우,반도체와반도체장비,1442663,179800,2104536,14.53,,,○ 우량주(#4)
009150,삼성전기,전자장비와기기,989691,1325000,611650,125.15,7.7,,○ 우량주(#5)
005380,현대차,자동차,825174,403000,563634,12.42,8.41,,○ 우량주(#6)
207940,삼성바이오로직스,제약,715195,1545000,99652,50.2,19.44,,○ 우량주(#7)
032830,삼성생명,생명보험,623000,311500,194030,21.7,4.96,,△ 중대형(#8)
105560,KB금융,은행,612191,172600,784284,10.91,9.98,,△ 중대형(#9)
028260,삼성물산,복합기업,550559,339500,273529,22.77,6.02,,△ 중대형(#10)
