Code,종목명,섹터,시총_억,종가,거래량,PER,ROE,DIV,평가
005930,삼성전자,반도체와반도체장비,15346481,262500,58478873,21.22,10.85,,◎ 대장주(#1)
000660,SK하이닉스,반도체와반도체장비,12549859,1718000,10499619,16.6,44.15,,◎ 대장주(#2)
005935,삼성전자우,반도체와반도체장비,1532529,191000,8667890,15.44,,,◎ 대장주(#3)
402340,SK스퀘어,반도체와반도체장비,1369728,1038000,1039044,8.81,37.82,,○ 우량주(#4)
009150,삼성전기,전자장비와기기,853002,1142000,613210,107.87,7.7,,○ 우량주(#5)
005380,현대차,자동차,794460,388000,1085656,11.96,8.41,,○ 우량주(#6)
207940,삼성바이오로직스,제약,687421,1485000,90690,48.25,19.44,,○ 우량주(#7)
032830,삼성생명,생명보험,623000,311500,561861,21.7,4.96,,△ 중대형(#8)
105560,KB금융,은행,597649,168500,1520142,10.65,9.98,,△ 중대형(#9)
028260,삼성물산,복합기업,570019,351500,1241836,23.57,6.02,,△ 중대형(#10)
