Code,종목명,섹터,종가,MA5,MA20,거래량배수,5일수익률(%),시총_억,평가
352820,하이브,방송과엔터테인먼트,232000,213900.0,210045.0,3.1,20.77,99997,◎ 강한신호(거래량 3.1배)
010950,S-Oil,석유와가스,127400,114660.0,108695.0,3.01,19.74,143430,◎ 강한신호(거래량 3.0배)
006360,GS건설,건설,30900,29960.0,27607.5,1.88,23.11,26445,△ 보통(거래량 1.9배)
069620,대웅제약,제약,134500,128620.0,120130.0,1.81,19.34,15584,△ 보통(거래량 1.8배)
078930,GS,석유와가스,80100,76220.0,71295.0,1.78,20.81,74409,△ 보통(거래량 1.8배)
192820,코스맥스,화장품,183000,172380.0,162855.0,1.6,18.14,20770,△ 보통(거래량 1.6배)
