Code,종목명,섹터,PER,ROE,종가,시총_억,점수,평가
019180,티에이치엔,자동차부품,1.33,36.85,5990,1078,0.036,◎ 매우 저평가
013520,화승코퍼레이션,자동차부품,1.72,31.51,2590,1296,0.057,◎ 매우 저평가
016880,웅진,출판,3.23,96.89,1918,1533,0.079,◎ 매우 저평가
031440,신세계푸드,"호텔,레스토랑,레저",2.15,23.71,42200,1634,0.107,◎ 매우 저평가
136490,선진,식품,1.93,23.5,9160,2178,0.107,◎ 매우 저평가
002380,KCC,건축자재,2.45,23.51,472000,40558,0.118,◎ 매우 저평가
001450,현대해상,손해보험,3.19,20.6,37550,32011,0.186,○ 저평가
015760,한국전력,전기유틸리티,2.82,19.4,38200,245230,0.193,○ 저평가
096760,JW홀딩스,제약,4.04,23.57,3775,2791,0.22,○ 저평가
023590,다우기술,증권,2.73,15.95,37300,16146,0.25,○ 저평가
