섹터,종목수,평균PER,평균ROE,평균DIV,시총합_억
반도체와반도체장비,16,17.62,14.27,,36746991
은행,11,11.36,7.87,,2152819
자동차,10,8.76,9.16,14.49,1726551
조선,14,1.93,22.5,,1677794
전자장비와기기,20,32.55,0.59,,1568907
제약,62,1.45,4.53,,1483057
복합기업,17,44.55,2.65,,1299678
우주항공과국방,8,45.64,18.71,,1253355
전기제품,11,7.52,-9.42,,1235927
전기장비,14,55.03,16.91,,1232331
증권,33,8.48,8.4,,1020336
석유와가스,12,9.18,-0.77,,864128
생명보험,4,16.6,5.94,,826058
자동차부품,73,5.3,5.67,,819702
화학,72,-53.62,6.3,9.13,759475
기계,22,16.29,3.11,19.51,749088
손해보험,11,10.28,12.67,,519635
IT서비스,14,33.22,7.52,,473728
양방향미디어와서비스,3,20.11,5.08,,467437
건설,39,14.18,7.26,,421267
화장품,19,11.42,15.5,,388695
철강,36,3.45,0.72,15.26,361830
식품,52,2.02,1.16,,351334
전자제품,4,-24.66,4.36,,321545
전기유틸리티,4,58.98,11.65,,308265
비철금속,26,6.99,3.38,,286105
백화점과일반상점,12,25.44,1.63,,248586
무선통신서비스,3,31.02,4.67,,247081
게임엔터테인먼트,5,11.0,11.92,,235498
해운사,8,8.29,8.06,,226053
항공사,8,7.35,-83.43,,224713
담배,1,18.06,11.77,,190388
"섬유,의류,신발,호화품",45,15.86,5.37,9.97,186585
항공화물운송과물류,10,-3.78,6.89,,174626
에너지장비및서비스,10,-4.36,2.08,,153765
기타,25,,,,150992
다각화된통신서비스,1,9.06,10.22,,139872
무역회사와판매업체,7,12.89,84.01,,126420
방송과엔터테인먼트,8,54.52,-2.5,8.27,115868
부동산,28,33.28,1.34,16.51,97742
가정용기기와용품,5,9.76,11.76,,92901
건축자재,31,1.5,3.39,,87958
"호텔,레스토랑,레저",10,11.92,7.07,,83253
가스유틸리티,11,5.64,7.33,,75108
운송인프라,3,6.03,10.46,,64701
카드,1,9.22,7.45,,56945
디스플레이패널,2,-66.75,3.44,,54910
상업서비스와공급품,9,13.41,9.04,,43235
소프트웨어,2,23.2,10.78,,36154
광고,3,8.13,10.32,,30586
통신장비,3,38.54,8.28,,29868
음료,9,2.59,3.71,,25851
포장재,16,-12.01,2.8,,23835
도로와철도운송,5,-10.53,-10.84,,20918
건강관리장비와용품,5,12.36,-4.92,,17991
가구,7,19.02,4.35,,15345
핸드셋,3,-11.74,4.47,,13469
인터넷과카탈로그소매,1,9.82,4.36,,10476
복합유틸리티,1,2.47,14.84,8.99,7931
디스플레이장비및부품,3,13.18,7.49,,7245
종이와목재,10,88.73,-4.28,8.75,6790
사무용전자제품,1,15.96,1.88,,4081
창업투자,1,13.02,5.99,,2807
교육서비스,4,-2.51,-12.33,11.13,2351
건축제품,4,-4.07,-11.82,,2324
출판,2,3.23,96.89,,2167
건강관리업체및서비스,1,4.44,11.08,,1896
식품과기본식료품소매,2,3.07,11.89,,1651
전문소매,1,-16.53,-0.26,,1494
레저용장비와제품,2,4.17,6.36,,1473
가정용품,2,,,,1197
판매업체,2,-19.39,-9.09,,1089
생물공학,2,,,,1029
컴퓨터와주변기기,2,,,,608
문구류,1,,,,248
