Code,종목명,섹터,시총_억,종가,거래량,PER,ROE,DIV,평가
005930,삼성전자,반도체와반도체장비,17304985,296000,32421032,23.92,10.85,,◎ 대장주(#1)
000660,SK하이닉스,반도체와반도체장비,15686579,2201000,6351195,21.26,44.15,,◎ 대장주(#2)
402340,SK스퀘어,반도체와반도체장비,1789356,1356000,1196192,11.52,37.82,,◎ 대장주(#3)
005935,삼성전자우,반도체와반도체장비,1599126,199300,3981946,16.11,,,○ 우량주(#4)
009150,삼성전기,전자장비와기기,1230952,1648000,1107652,155.66,7.7,,○ 우량주(#5)
005380,현대차,자동차,981813,479500,949321,14.78,8.41,,○ 우량주(#6)
032830,삼성생명,생명보험,750000,375000,349281,26.12,4.96,,○ 우량주(#7)
028260,삼성물산,복합기업,688401,424500,526019,28.47,6.02,,△ 중대형(#8)
207940,삼성바이오로직스,제약,658257,1422000,51193,46.2,19.44,,△ 중대형(#9)
105560,KB금융,은행,614319,173200,1562593,10.95,9.98,,△ 중대형(#10)
