Code,종목명,섹터,시총_억,종가,거래량,PER,ROE,DIV,평가
005930,삼성전자,반도체와반도체장비,12189491,208500,65555523,16.85,10.85,,◎ 대장주(#1)
000660,SK하이닉스,반도체와반도체장비,10234198,1401000,12428883,13.53,44.15,,◎ 대장주(#2)
005935,삼성전자우,반도체와반도체장비,1230837,153400,8254729,12.4,,,◎ 대장주(#3)
402340,SK스퀘어,반도체와반도체장비,1121646,850000,1293266,7.22,37.82,,○ 우량주(#4)
009150,삼성전기,전자장비와기기,768598,1029000,1436271,97.19,7.7,,○ 우량주(#5)
005380,현대차,자동차,723819,353500,1566493,10.9,8.41,,○ 우량주(#6)
207940,삼성바이오로직스,제약,684643,1479000,91074,48.05,19.44,,○ 우량주(#7)
105560,KB금융,은행,567855,160100,1626420,10.12,9.98,,△ 중대형(#8)
032830,삼성생명,생명보험,531000,265500,581469,18.49,4.96,,△ 중대형(#9)
000270,기아,자동차,470057,120400,1833971,6.77,12.92,,△ 중대형(#10)
