섹터,종목수,평균PER,평균ROE,평균DIV,시총합_억
반도체와반도체장비,16,23.34,14.27,,40148643
은행,11,12.43,7.87,,2158499
자동차,10,10.35,9.16,13.13,2151482
조선,14,-3.59,22.5,,2148432
전자장비와기기,20,39.2,0.64,,1992657
전기장비,14,60.51,16.91,,1570792
전기제품,11,8.26,-9.42,,1568265
복합기업,17,55.15,2.65,,1541765
제약,62,4.17,4.44,,1427984
우주항공과국방,8,51.3,18.71,,1321963
증권,33,9.55,8.33,,1101402
자동차부품,74,5.06,5.67,10.6,1015782
화학,72,-73.27,5.75,9.13,979346
생명보험,4,20.85,5.94,,942765
기계,22,19.92,3.11,16.78,914146
석유와가스,12,8.93,-0.77,,873568
IT서비스,14,42.94,7.52,,617875
양방향미디어와서비스,3,23.01,5.08,,570252
손해보험,11,10.2,12.67,,523806
건설,39,15.74,4.02,,503174
철강,36,5.45,1.47,13.08,450130
전자제품,4,-21.23,4.36,,412969
화장품,19,11.47,15.5,,368330
전기유틸리티,4,74.99,11.65,,346192
식품,52,1.73,1.03,,345903
비철금속,26,6.9,3.38,8.4,328287
무선통신서비스,3,37.27,4.67,,293918
백화점과일반상점,12,28.13,1.63,,258655
해운사,8,9.08,8.06,,244743
게임엔터테인먼트,5,10.91,11.92,,232913
항공사,8,6.75,-83.43,,226079
에너지장비및서비스,10,-5.33,2.08,,200530
담배,1,18.56,11.77,,195683
항공화물운송과물류,10,-3.5,6.89,,192328
"섬유,의류,신발,호화품",45,17.22,5.37,11.1,188050
기타,25,,,,165799
무역회사와판매업체,7,15.57,84.01,,150101
다각화된통신서비스,1,9.05,10.22,,139620
방송과엔터테인먼트,8,51.29,-12.33,,112138
부동산,28,29.46,1.4,16.26,99421
건축자재,31,-21.71,3.53,,96918
"호텔,레스토랑,레저",10,12.04,5.36,,91557
가정용기기와용품,5,10.04,11.76,,90242
가스유틸리티,11,5.9,7.33,,80025
디스플레이패널,2,-86.69,3.44,,71160
운송인프라,3,5.92,10.46,,67301
카드,1,9.7,7.45,,59899
상업서비스와공급품,9,13.77,9.04,,45428
통신장비,3,59.14,8.28,,44968
소프트웨어,2,23.6,10.78,,36152
광고,3,8.89,10.32,,33464
음료,9,3.08,3.71,,26884
포장재,16,-32.75,2.12,,26356
도로와철도운송,5,-4.8,-7.55,,21684
건강관리장비와용품,5,12.86,-4.92,,19520
핸드셋,3,-17.09,4.47,,17129
가구,7,19.9,4.35,,15553
인터넷과카탈로그소매,1,9.21,4.36,,9828
디스플레이장비및부품,3,16.77,7.49,,8682
복합유틸리티,1,2.65,14.84,,8522
종이와목재,10,66.91,-4.97,,7350
사무용전자제품,1,16.53,1.88,,4226
창업투자,1,12.88,5.99,,2776
교육서비스,4,-2.96,-12.33,10.33,2559
건축제품,4,-4.41,-11.82,,2400
출판,2,3.41,96.89,,2300
건강관리업체및서비스,1,4.07,11.08,,1737
식품과기본식료품소매,2,3.06,11.89,,1725
전문소매,1,-17.75,-0.26,,1605
레저용장비와제품,2,4.6,6.36,,1569
생물공학,2,,,,1422
가정용품,2,,,,1295
판매업체,2,,,,1054
컴퓨터와주변기기,2,,,,742
문구류,1,,,,261
