Code,종목명,섹터,종가,RSI14,5일수익률(%),PER,ROE,시총_억,평가
064400,LG씨엔에스,IT서비스,78300,13.84,-13.0,16.44,17.35,75862,◎ 극과매도(RSI 14)
454910,두산로보틱스,기계,92300,15.71,-10.13,-108.33,-14.78,59829,◎ 극과매도(RSI 16)
307950,현대오토에버,IT서비스,546000,19.28,-18.26,82.82,10.27,149735,◎ 극과매도(RSI 19)
005380,현대차,자동차,503000,19.31,-16.31,15.51,8.41,1029932,◎ 극과매도(RSI 19)
336260,두산퓨얼셀,에너지장비및서비스,57600,21.24,-10.42,-34.7,-30.66,37724,○ 과매도(RSI 21)
006800,미래에셋증권,증권,43450,21.66,-14.3,13.63,12.36,243132,○ 과매도(RSI 22)
259960,크래프톤,게임엔터테인먼트,208000,21.71,-12.61,11.25,10.6,95967,○ 과매도(RSI 22)
066570,LG전자,전자제품,203000,21.91,-11.16,37.45,4.28,330656,○ 과매도(RSI 22)
034220,LG디스플레이,디스플레이패널,12100,22.96,-10.57,-74.23,3.44,60500,○ 과매도(RSI 23)
267250,HD현대,조선,202500,24.25,-15.09,10.49,10.25,159961,○ 과매도(RSI 24)
