Code,종목명,섹터,시총_억,종가,거래량,PER,ROE,DIV,평가
005930,삼성전자,반도체와반도체장비,20958909,358500,36157158,28.98,10.85,,◎ 대장주(#1)
000660,SK하이닉스,반도체와반도체장비,20789528,2917000,6790853,28.18,44.15,,◎ 대장주(#2)
402340,SK스퀘어,반도체와반도체장비,2505890,1899000,1450529,16.13,37.82,,◎ 대장주(#3)
005935,삼성전자우,반도체와반도체장비,1885572,235000,8044722,18.99,,,○ 우량주(#4)
009150,삼성전기,전자장비와기기,1491633,1997000,835786,188.63,7.7,,○ 우량주(#5)
005380,현대차,자동차,1029932,503000,1084499,15.51,8.41,,○ 우량주(#6)
032830,삼성생명,생명보험,894000,447000,575517,31.14,4.96,,○ 우량주(#7)
028260,삼성물산,복합기업,841650,519000,1056966,34.8,6.02,,△ 중대형(#8)
207940,삼성바이오로직스,제약,641593,1386000,76241,45.03,19.44,,△ 중대형(#9)
034730,SK,석유와가스,622073,858000,852369,23.85,6.35,,△ 중대형(#10)
