Code,종목명,섹터,PER,ROE,종가,시총_억,점수,평가
019180,티에이치엔,자동차부품,1.25,36.85,5640,1015,0.035,◎ 매우 저평가
013520,화승코퍼레이션,자동차부품,1.71,31.51,2585,1294,0.063,◎ 매우 저평가
016880,웅진,출판,3.19,96.89,1892,1512,0.084,◎ 매우 저평가
031440,신세계푸드,"호텔,레스토랑,레저",1.94,23.71,38150,1477,0.101,◎ 매우 저평가
002380,KCC,건축자재,1.92,23.51,370500,31837,0.105,◎ 매우 저평가
136490,선진,식품,1.99,23.5,9450,2247,0.115,◎ 매우 저평가
015760,한국전력,전기유틸리티,2.54,19.4,34500,221478,0.192,○ 저평가
001450,현대해상,손해보험,3.17,20.6,37300,31798,0.199,○ 저평가
096760,JW홀딩스,제약,4.0,23.57,3735,2761,0.238,○ 저평가
002990,금호건설,건설,4.55,26.79,8980,3346,0.257,○ 저평가
