Code,종목명,섹터,종가,RSI14,5일수익률(%),PER,ROE,시총_억,평가
011070,LG이노텍,전자장비와기기,641000,14.89,-21.25,31.29,6.14,151706,◎ 극과매도(RSI 15)
307950,현대오토에버,IT서비스,407500,19.87,-15.37,61.81,10.27,111753,◎ 극과매도(RSI 20)
069960,현대백화점,백화점과일반상점,153700,19.9,-12.82,16.72,4.64,33145,◎ 극과매도(RSI 20)
454910,두산로보틱스,기계,66700,22.94,-15.36,-78.29,-14.78,43235,○ 과매도(RSI 23)
032830,삼성생명,생명보험,317000,23.52,-15.47,22.08,4.96,634000,○ 과매도(RSI 24)
329180,HD현대중공업,조선,466000,24.26,-15.58,23.03,18.82,489119,○ 과매도(RSI 24)
020150,롯데에너지머티리얼즈,전자장비와기기,31450,24.96,-12.15,-15.08,-10.54,16469,○ 과매도(RSI 25)
007810,코리아써키트,전자장비와기기,67900,26.24,-1.45,26.1,11.54,16284,△ 약과매도(RSI 26)
005380,현대차,자동차,424500,26.72,-11.47,13.09,8.41,869197,△ 약과매도(RSI 27)
009150,삼성전기,전자장비와기기,1260000,26.99,-23.54,119.01,7.7,941141,△ 약과매도(RSI 27)
