Code,종목명,섹터,종가,MA5,MA20,거래량배수,5일수익률(%),시총_억,평가
323410,카카오뱅크,은행,23100,22580.0,21780.0,1.88,1.09,110215,△ 보통(거래량 1.9배)
096770,SK이노베이션,석유와가스,104900,103360.0,99430.0,1.65,1.06,177336,△ 보통(거래량 1.6배)
011200,HMM,해운사,19760,19684.0,19445.5,1.6,0.82,186384,△ 보통(거래량 1.6배)
