섹터,종목수,평균PER,평균ROE,평균DIV,시총합_억
반도체와반도체장비,16,17.44,14.27,,32406220
은행,11,11.48,7.87,,2175301
자동차,10,8.14,9.16,15.83,1549023
조선,14,1.14,22.5,,1482385
제약,62,3.53,4.53,,1410233
전자장비와기기,20,28.08,0.59,,1230205
전기제품,11,5.04,-9.42,,1188473
복합기업,17,41.16,2.65,,1133541
전기장비,14,50.48,16.91,,1109341
우주항공과국방,8,39.15,18.71,,1037727
증권,33,7.96,8.4,,947159
석유와가스,12,9.17,-0.77,,823618
자동차부품,73,5.07,5.67,,773063
화학,72,-47.82,5.75,9.34,719306
생명보험,4,14.75,5.94,,705149
기계,22,13.8,3.12,20.42,666304
손해보험,11,10.53,12.67,,501433
양방향미디어와서비스,3,19.34,5.08,,438748
IT서비스,14,30.92,7.52,,431905
건설,39,12.78,7.26,,378067
화장품,19,11.24,15.5,,359989
철강,36,3.28,0.72,15.82,346991
식품,52,2.22,1.25,,329343
전자제품,4,-21.45,4.36,,314590
전기유틸리티,4,54.72,11.65,,276778
비철금속,26,6.4,3.38,,266281
무선통신서비스,3,30.34,4.67,,241148
해운사,8,13.51,7.94,,227836
백화점과일반상점,12,23.02,1.63,,219417
게임엔터테인먼트,5,10.04,11.92,,217013
항공사,8,6.07,-83.43,,197715
"섬유,의류,신발,호화품",45,15.08,5.45,10.26,180780
담배,1,16.84,11.77,,177516
항공화물운송과물류,10,-2.14,7.48,,162209
에너지장비및서비스,10,-2.92,2.08,,146975
기타,25,,,,139834
다각화된통신서비스,1,8.43,10.22,,130043
무역회사와판매업체,7,12.63,84.01,,128129
방송과엔터테인먼트,8,52.68,-2.5,,103868
부동산,28,32.35,1.34,16.02,93572
가정용기기와용품,5,9.42,11.76,,90204
건축자재,31,1.03,3.39,,82164
"호텔,레스토랑,레저",10,9.99,5.36,,78195
가스유틸리티,11,5.51,7.33,,72481
운송인프라,3,5.61,10.46,,63847
카드,1,8.97,7.45,,55438
디스플레이패널,2,-63.5,3.44,,52260
상업서비스와공급품,9,13.35,9.04,,42826
소프트웨어,2,23.03,10.78,,36113
광고,3,7.76,10.32,9.17,29859
통신장비,3,34.52,8.28,,26876
음료,9,2.1,3.71,,25007
포장재,16,-24.08,2.12,,22988
도로와철도운송,5,-3.84,-7.55,,21284
건강관리장비와용품,5,12.38,-4.92,,17080
가구,7,18.26,4.35,,15195
핸드셋,3,-10.99,4.47,,12396
인터넷과카탈로그소매,1,9.82,4.36,,10476
복합유틸리티,1,2.36,14.84,9.4,7584
디스플레이장비및부품,3,12.53,7.49,,6861
종이와목재,10,90.38,-4.28,8.73,6718
사무용전자제품,1,15.47,1.88,,3954
창업투자,1,14.86,5.99,,3202
교육서비스,4,-2.45,-12.33,13.91,2267
출판,2,3.37,96.89,,2206
건축제품,4,-3.67,-11.82,,2150
건강관리업체및서비스,1,4.65,11.08,,1983
식품과기본식료품소매,2,2.97,11.89,,1618
전문소매,1,-16.16,-0.26,,1461
레저용장비와제품,2,3.97,6.36,,1421
가정용품,2,,,,1216
생물공학,2,,,,989
판매업체,2,,,,853
컴퓨터와주변기기,2,,,,582
문구류,1,,,,501
