섹터,종목수,평균PER,평균ROE,평균DIV,시총합_억
반도체와반도체장비,14,36.69,11.03,,32723671
복합기업,18,47.7,5.35,,3017881
자동차,10,20.63,9.16,11.99,2345206
조선,14,-66.83,20.72,,2263848
은행,11,12.04,7.87,,2010165
전기장비,14,86.67,16.91,,1856858
전기제품,12,5.83,-11.78,,1730686
제약,62,-17.86,3.48,,1534201
우주항공과국방,8,46.47,15.63,,1472489
증권,33,11.03,8.33,,1255934
전자장비와기기,21,59.47,2.71,,1239655
화학,72,33.74,5.74,8.14,1061219
기계,22,40.59,3.04,15.33,1060018
자동차부품,73,4.26,5.67,,1006562
석유와가스,11,25.6,-0.77,,833441
생명보험,4,16.2,5.94,,686872
건설,39,10.82,4.24,,559648
IT서비스,14,41.86,9.05,,552243
철강,36,-40.89,-0.18,9.98,546800
양방향미디어와서비스,3,25.32,5.08,,507809
손해보험,11,7.61,12.67,,434050
비철금속,26,21.27,3.38,8.52,395030
화장품,19,24.48,15.5,,385635
식품,52,9.35,1.22,,363933
전기유틸리티,4,56.47,11.65,,351831
전자제품,4,22.57,4.36,,325799
무선통신서비스,3,34.24,4.67,,294425
게임엔터테인먼트,5,13.83,11.92,,253870
항공화물운송과물류,10,-11.98,7.48,,246284
해운사,8,16.78,7.94,,238797
백화점과일반상점,12,74.14,1.63,,225687
"섬유,의류,신발,호화품",47,16.67,5.03,11.57,211474
담배,1,19.84,11.77,,204124
항공사,8,1.3,-83.43,,196961
기타,25,,,,191944
에너지장비및서비스,9,26.12,6.17,,174122
무역회사와판매업체,6,9.68,97.89,,159540
다각화된통신서비스,1,8.63,10.22,,149449
방송과엔터테인먼트,8,17.57,-12.33,7.77,118091
건축자재,31,-6.34,3.53,,105456
부동산,30,64.43,1.33,14.58,104407
가정용기기와용품,5,11.53,11.76,,93187
"호텔,레스토랑,레저",10,14.14,5.36,,92570
가스유틸리티,11,8.51,7.33,,86506
디스플레이패널,2,31.28,3.44,,71360
운송인프라,3,4.79,10.46,,67690
카드,1,8.76,7.45,,56597
통신장비,3,55.82,8.28,,51496
상업서비스와공급품,9,6.83,9.04,,42549
소프트웨어,2,31.54,10.78,,37587
광고,3,9.06,10.32,,30973
포장재,16,26.14,2.12,,29153
음료,9,-5.69,3.71,,28132
도로와철도운송,5,-5.97,-7.55,,23656
건강관리장비와용품,5,18.65,-4.92,,21069
핸드셋,3,2052.98,4.47,,20208
가구,7,8.47,4.35,,16618
디스플레이장비및부품,3,12.26,7.49,,10877
인터넷과카탈로그소매,1,10.28,4.36,,10176
종이와목재,10,7.38,-4.97,,8823
복합유틸리티,1,2.51,14.84,8.38,8510
사무용전자제품,1,23.0,1.88,,4450
창업투자,1,25.07,5.99,,3509
교육서비스,4,-4.81,-10.34,,3436
건축제품,4,-3.49,-11.82,,2714
출판,2,1.6,96.89,,2699
전문소매,2,-67.57,-0.26,,1949
식품과기본식료품소매,2,3.2,11.89,,1932
건강관리업체및서비스,1,6.4,11.08,,1870
레저용장비와제품,2,6.47,6.36,,1615
생물공학,2,-1.74,-81.98,,1556
가정용품,2,,,,1536
판매업체,2,-13.16,-9.09,,1358
컴퓨터와주변기기,2,,,,837
문구류,1,,,,292
