섹터,종목수,평균PER,평균ROE,평균DIV,시총합_억
반도체와반도체장비,16,17.54,14.27,,35438708
은행,11,10.88,7.87,,2081160
자동차,10,8.31,9.16,15.25,1613809
조선,14,1.31,22.5,,1527027
전자장비와기기,20,30.56,0.59,,1429628
제약,62,2.05,4.53,,1408101
복합기업,17,41.34,2.65,,1182290
전기제품,11,7.27,-9.42,,1151133
전기장비,14,49.96,16.91,,1136485
우주항공과국방,8,41.15,18.71,,1093735
증권,33,8.0,8.4,,958726
석유와가스,12,9.23,-0.77,,846500
자동차부품,73,4.45,5.42,,778326
생명보험,4,14.98,5.94,,723049
화학,72,-49.86,6.32,9.13,722104
기계,22,14.53,3.11,20.54,680085
손해보험,11,9.87,12.67,,486588
양방향미디어와서비스,3,19.18,5.08,,439598
IT서비스,14,31.23,7.52,,437710
건설,39,13.36,7.26,,389706
화장품,19,10.52,15.5,,353334
철강,36,3.02,0.72,15.79,341988
식품,52,2.12,1.25,,336357
전자제품,4,-23.78,4.36,,302555
전기유틸리티,4,55.97,11.65,,286273
비철금속,26,6.71,3.38,,264453
무선통신서비스,3,31.55,4.67,,251194
백화점과일반상점,12,23.76,1.63,,229574
게임엔터테인먼트,5,10.66,11.92,,229059
해운사,8,8.14,8.06,,222422
항공사,8,6.84,-83.43,,208734
"섬유,의류,신발,호화품",45,15.33,5.45,10.22,184553
담배,1,17.37,11.77,,183122
항공화물운송과물류,10,-2.32,7.48,,164283
에너지장비및서비스,10,-3.96,2.08,,146720
다각화된통신서비스,1,9.47,10.22,,146173
기타,25,,,,137425
무역회사와판매업체,7,12.54,84.01,,123710
방송과엔터테인먼트,8,53.24,-2.5,,108514
부동산,28,31.57,1.34,16.02,94497
건축자재,31,1.37,3.39,,85098
가정용기기와용품,5,6.76,13.41,,83388
"호텔,레스토랑,레저",10,10.04,5.36,,79137
가스유틸리티,11,5.51,7.33,,72389
운송인프라,3,5.59,10.46,,63699
카드,1,9.7,7.45,,59899
디스플레이패널,2,-65.52,3.44,,53910
상업서비스와공급품,9,13.61,9.04,,46161
소프트웨어,2,23.08,10.78,,36127
광고,3,7.99,10.32,9.08,31247
통신장비,3,35.62,8.28,,27816
음료,9,2.74,3.71,,25499
포장재,16,-10.76,2.28,,23398
도로와철도운송,5,-3.9,-7.55,,20537
건강관리장비와용품,5,12.27,-4.92,,17407
가구,7,18.35,4.35,,15220
핸드셋,3,-10.49,4.47,,12451
인터넷과카탈로그소매,1,9.82,4.36,,10476
복합유틸리티,1,2.39,14.84,9.29,7677
디스플레이장비및부품,3,-103.34,-3.54,,7179
종이와목재,10,86.25,-4.28,8.94,6610
사무용전자제품,1,15.24,1.88,,3896
창업투자,1,12.86,5.99,,2772
교육서비스,4,-2.47,-12.33,14.24,2287
건축제품,4,-3.81,-11.82,,2230
출판,2,3.29,96.89,,2174
건강관리업체및서비스,1,4.2,11.08,,1793
식품과기본식료품소매,2,2.92,11.89,,1589
전문소매,1,-16.19,-0.26,,1464
레저용장비와제품,2,4.09,6.36,,1456
가정용품,2,,,,1186
판매업체,2,-19.46,-9.09,,1093
생물공학,2,,,,994
컴퓨터와주변기기,2,,,,601
문구류,1,,,,323
