Code,종목명,섹터,PER,ROE,종가,시총_억,점수,평가
019180,티에이치엔,자동차부품,1.4,36.85,6320,1138,0.036,◎ 매우 저평가
013520,화승코퍼레이션,자동차부품,1.84,31.51,2780,1391,0.061,◎ 매우 저평가
016880,웅진,출판,3.63,96.89,2150,1718,0.097,◎ 매우 저평가
136490,선진,식품,2.29,23.5,10850,2580,0.108,◎ 매우 저평가
002380,KCC,건축자재,2.34,23.51,450000,38668,0.111,◎ 매우 저평가
036580,팜스코,식품,3.21,23.16,2740,1006,0.149,◎ 매우 저평가
015760,한국전력,전기유틸리티,2.59,19.4,35200,225971,0.176,○ 저평가
001450,현대해상,손해보험,3.74,20.6,44050,37552,0.22,○ 저평가
096760,JW홀딩스,제약,4.35,23.57,4060,3001,0.24,○ 저평가
023590,다우기술,증권,2.95,15.95,40300,17445,0.251,○ 저평가
