Code,종목명,섹터,종가,5일수익률(%),20일수익률(%),거래량배수,RSI14,PER,점수,시총_억,평가
001450,현대해상,손해보험,44050,19.7,14.27,2.24,69.4,3.74,21.94,37552,◎ 강세
010130,고려아연,비철금속,1229000,17.72,19.9,2.07,64.6,25.63,19.79,256529,◎ 강세
073240,금호타이어,자동차부품,7520,7.74,5.03,1.75,62.7,6.25,9.49,21602,○ 양호
032640,LG유플러스,무선통신서비스,15590,4.42,7.3,1.71,65.9,12.59,6.13,66168,△ 보통
