섹터,종목수,평균PER,평균ROE,평균DIV,시총합_억
반도체와반도체장비,16,16.36,14.27,,27454476
은행,11,11.08,7.87,,2097546
제약,62,5.48,3.12,,1676378
조선,14,-2.32,22.5,,1651430
자동차,10,8.22,9.16,15.13,1485320
전기제품,11,3.4,-9.42,,1295912
전자장비와기기,20,29.16,0.59,,1205527
우주항공과국방,8,41.83,18.71,,1165911
전기장비,14,50.13,16.91,,1154278
복합기업,17,40.93,2.65,,1129805
증권,33,8.69,8.4,8.33,928137
석유와가스,12,7.85,-0.77,,857612
자동차부품,73,4.85,5.66,,822784
화학,72,-51.85,5.75,8.94,777517
기계,22,15.06,3.62,19.73,728950
생명보험,4,15.01,5.94,,656421
손해보험,11,10.47,12.67,,519333
양방향미디어와서비스,3,22.46,5.08,,517561
IT서비스,14,35.62,7.52,,501482
건설,39,14.4,7.26,,437939
화장품,19,13.38,15.5,,402850
철강,36,5.32,0.72,13.68,378834
식품,52,2.3,1.25,,360147
비철금속,26,6.77,3.51,8.7,322503
전자제품,4,-26.34,4.36,,308790
전기유틸리티,4,59.44,11.65,,288450
무선통신서비스,3,31.5,4.67,,251153
해운사,8,14.42,7.94,,249732
게임엔터테인먼트,5,10.76,11.92,,233697
항공사,8,6.36,-83.43,,203716
백화점과일반상점,12,20.85,1.63,,187980
담배,1,17.72,11.77,,186755
"섬유,의류,신발,호화품",45,15.58,5.45,11.29,181784
에너지장비및서비스,10,-3.97,2.08,,181120
항공화물운송과물류,10,-1.53,7.48,,179072
기타,25,,,,149995
무역회사와판매업체,7,14.55,84.01,,140982
다각화된통신서비스,1,8.62,10.22,,133067
부동산,28,33.61,1.34,17.12,99631
방송과엔터테인먼트,8,54.12,-2.5,,95454
가정용기기와용품,5,7.78,13.41,,95433
건축자재,31,2.33,3.84,,87005
가스유틸리티,11,5.85,7.33,,79453
"호텔,레스토랑,레저",9,10.58,3.32,,74362
운송인프라,3,6.56,10.46,,63320
카드,1,8.86,7.45,,54743
디스플레이패널,2,-60.98,3.44,,50255
상업서비스와공급품,9,13.86,9.04,,45777
통신장비,3,41.61,8.28,,32039
광고,3,8.22,10.32,,30807
음료,9,2.6,3.71,,25885
도로와철도운송,5,-3.43,-7.55,,25678
포장재,16,-26.43,2.12,,25035
건강관리장비와용품,5,12.76,-4.92,,18866
가구,7,20.1,4.35,,16920
핸드셋,3,-13.59,4.47,,14313
복합유틸리티,1,2.7,14.84,,8696
디스플레이장비및부품,3,13.28,7.49,,7179
종이와목재,10,76.8,-4.03,,7054
사무용전자제품,1,15.58,1.88,,3983
창업투자,1,15.38,5.99,,3315
건강관리업체및서비스,1,5.76,11.08,,2459
교육서비스,4,-2.96,-12.33,11.52,2426
출판,2,3.63,96.89,,2353
건축제품,4,0.48,-1.76,,2344
식품과기본식료품소매,2,3.31,11.89,,1743
전문소매,1,-17.13,-0.26,,1549
레저용장비와제품,2,4.1,6.36,,1460
가정용품,2,,,,1240
소프트웨어,1,9.48,5.56,,1186
판매업체,2,-19.53,-9.09,,1119
생물공학,2,,,,1112
컴퓨터와주변기기,2,,,,589
문구류,1,,,,365
