Code,종목명,섹터,PER,ROE,종가,시총_억,점수,평가
016880,웅진,출판,1.36,96.89,2055,1643,0.011,◎ 매우 저평가
013520,화승코퍼레이션,자동차부품,1.57,31.51,2450,1226,0.058,◎ 매우 저평가
002380,KCC,건축자재,2.51,23.51,484000,41590,0.129,◎ 매우 저평가
136490,선진,식품,2.87,23.5,10300,2449,0.142,◎ 매우 저평가
015760,한국전력,전기유틸리티,2.34,19.4,31750,203824,0.175,○ 저평가
003650,미창석유,화학,2.05,15.44,145100,2524,0.233,○ 저평가
096760,JW홀딩스,제약,4.29,23.57,4005,2961,0.242,○ 저평가
023590,다우기술,증권,2.84,15.95,38900,16839,0.251,○ 저평가
001450,현대해상,손해보험,4.23,20.6,49750,42411,0.262,○ 저평가
003480,한진중공업홀딩스,가스유틸리티,2.04,14.18,4620,1364,0.262,○ 저평가
