Code,종목명,섹터,시총_억,종가,거래량,PER,ROE,DIV,평가
005930,삼성전자,반도체와반도체장비,16457274,281500,27746471,12.63,10.85,,◎ 대장주(#1)
000660,SK하이닉스,반도체와반도체장비,12637518,1730000,4274294,7.71,44.15,,◎ 대장주(#2)
005935,삼성전자우,반도체와반도체장비,1660908,207000,10625176,9.29,,,◎ 대장주(#3)
402340,SK스퀘어,반도체와반도체장비,1481506,1123000,602332,16.9,37.82,,○ 우량주(#4)
009150,삼성전기,전자장비와기기,982969,1316000,702691,101.36,7.7,,○ 우량주(#5)
005380,현대차,자동차,849745,415000,373056,13.52,8.41,,○ 우량주(#6)
207940,삼성바이오로직스,제약,717973,1551000,44704,58.37,19.44,,○ 우량주(#7)
032830,삼성생명,생명보험,657000,328500,1038229,22.88,4.96,,△ 중대형(#8)
028260,삼성물산,복합기업,641373,395500,585501,27.92,6.02,,△ 중대형(#9)
105560,KB금융,은행,582752,164300,1165965,10.39,9.98,,△ 중대형(#10)
