Code,종목명,섹터,PER,ROE,종가,시총_억,점수,평가
001470,삼부토건,건설,0.01,73.64,5820,2278,0.014,◎ 매우 저평가
013520,화승코퍼레이션,자동차부품,1.75,31.51,2590,1296,0.078,◎ 매우 저평가
002380,KCC,건축자재,1.17,23.51,485000,41676,0.095,◎ 매우 저평가
016880,웅진,출판,3.07,96.89,1946,1555,0.102,◎ 매우 저평가
136490,선진,식품,3.05,23.5,10950,2604,0.18,○ 저평가
402340,SK스퀘어,반도체와반도체장비,3.95,37.82,981000,1294174,0.205,○ 저평가
015760,한국전력,전기유틸리티,2.66,19.4,32450,208317,0.208,○ 저평가
096760,JW홀딩스,제약,3.66,23.57,4180,3090,0.212,○ 저평가
003650,미창석유,화학,1.87,15.44,132000,2296,0.24,○ 저평가
023590,다우기술,증권,2.28,15.95,38350,16601,0.249,○ 저평가
