Code,종목명,섹터,종가,RSI14,5일수익률(%),PER,ROE,시총_억,평가
014680,한솔케미칼,화학,192500,18.75,-6.55,14.09,14.34,20779,◎ 극과매도(RSI 19)
047810,한국항공우주,우주항공과국방,125000,21.65,-9.16,68.72,10.51,121844,○ 과매도(RSI 22)
079550,LIG디펜스앤에어로스페이스,우주항공과국방,665000,22.26,-10.74,51.07,19.2,146300,○ 과매도(RSI 22)
068270,셀트리온,제약,187100,22.91,-2.2,28.49,5.94,435227,○ 과매도(RSI 23)
073240,금호타이어,자동차부품,7120,23.44,0.14,4.29,18.53,20453,○ 과매도(RSI 23)
009830,한화솔루션,에너지장비및서비스,29900,23.72,-10.48,-33.94,-7.01,67243,○ 과매도(RSI 24)
454910,두산로보틱스,기계,66200,24.35,-9.44,-83.38,-14.78,42911,○ 과매도(RSI 24)
036570,NC,게임엔터테인먼트,217000,25.69,-2.69,7.57,10.79,46751,△ 약과매도(RSI 26)
012330,현대모비스,자동차부품,423500,26.54,-6.2,10.62,7.68,380390,△ 약과매도(RSI 27)
011210,현대위아,자동차부품,57200,26.56,-3.54,21.93,2.75,15556,△ 약과매도(RSI 27)
