Code,종목명,섹터,PER,ROE,종가,시총_억,점수,평가
013520,화승코퍼레이션,자동차부품,1.74,31.51,2580,1291,0.068,◎ 매우 저평가
002380,KCC,건축자재,1.14,23.51,472000,40558,0.09,◎ 매우 저평가
016880,웅진,출판,3.31,96.89,2100,1678,0.104,◎ 매우 저평가
136490,선진,식품,2.95,23.5,10620,2525,0.165,○ 저평가
096760,JW홀딩스,제약,3.56,23.57,4070,3009,0.197,○ 저평가
015760,한국전력,전기유틸리티,2.85,19.4,34800,223403,0.208,○ 저평가
402340,SK스퀘어,반도체와반도체장비,4.26,37.82,1058000,1395756,0.215,○ 저평가
023590,다우기술,증권,2.3,15.95,38750,16774,0.247,○ 저평가
003650,미창석유,화학,2.1,15.44,148600,2585,0.249,○ 저평가
033530,SJG세종,자동차부품,2.02,14.05,6980,1888,0.272,○ 저평가
