섹터,종목수,평균PER,평균ROE,평균DIV,시총합_억
반도체와반도체장비,16,12.27,14.27,,30965089
은행,11,11.19,7.87,,2118381
제약,62,-5.22,4.38,,1646238
조선,14,24.37,22.5,,1571164
자동차,10,11.6,9.16,19.08,1484579
전기제품,11,188.5,-9.42,,1348567
전자장비와기기,20,22.86,0.59,,1264209
복합기업,17,22.64,2.65,,1211641
우주항공과국방,8,39.58,18.71,,1140741
전기장비,14,5.88,17.0,,1140725
증권,33,7.91,8.4,,899105
석유와가스,12,-2.58,-1.49,,885886
자동차부품,73,-44.65,5.24,,783155
기계,22,-2.49,3.62,18.53,778908
화학,72,19.09,5.75,9.34,775301
생명보험,4,19.22,5.94,,719676
손해보험,11,10.87,12.67,,558916
양방향미디어와서비스,3,26.69,5.08,,497631
IT서비스,14,30.12,9.05,,492696
건설,39,7.91,7.26,,468853
화장품,19,17.19,15.5,,443290
식품,52,5.62,1.25,,382877
철강,36,-2.91,0.36,13.2,380774
비철금속,26,2.18,3.38,8.97,352694
전자제품,4,-53.84,4.36,,340410
전기유틸리티,4,64.16,11.65,,296312
무선통신서비스,3,20.29,4.67,,277437
해운사,8,13.53,7.94,,246055
항공사,8,-47.84,-83.43,,217861
게임엔터테인먼트,5,9.47,11.92,,216166
에너지장비및서비스,10,77.81,2.08,,187133
백화점과일반상점,12,18.87,1.63,,184642
담배,1,14.08,11.77,,181357
항공화물운송과물류,10,4.5,7.48,,180573
"섬유,의류,신발,호화품",45,10.56,5.45,10.88,169422
기타,27,,,,147124
무역회사와판매업체,7,8.53,84.01,,134626
다각화된통신서비스,1,10.37,10.22,,134328
부동산,28,31.21,1.36,17.32,99455
가정용기기와용품,5,6.47,13.41,,96044
방송과엔터테인먼트,8,25.97,-2.5,,94021
건축자재,31,1.26,3.84,,90757
가스유틸리티,11,5.5,7.33,,80996
"호텔,레스토랑,레저",9,5.65,3.32,,74944
운송인프라,3,5.82,10.46,,62299
카드,1,8.77,7.45,,54164
디스플레이패널,2,-3.51,3.44,,48005
상업서비스와공급품,9,9.4,9.04,,47055
통신장비,3,14.02,8.28,,33361
광고,3,7.23,10.32,,30723
도로와철도운송,5,-8.55,-10.84,,26376
음료,9,-7.81,3.71,,25538
포장재,16,-27.6,2.12,,25336
건강관리장비와용품,5,8.0,-4.92,,17596
가구,7,26.18,4.35,,16362
핸드셋,3,-6.69,4.47,,14320
복합유틸리티,1,2.44,14.84,,8638
디스플레이장비및부품,3,-1050.99,-3.54,,7386
종이와목재,10,-0.3,-4.97,,6995
사무용전자제품,1,10.6,1.88,,4017
창업투자,1,15.05,5.99,,3245
건강관리업체및서비스,1,3.72,11.08,,2372
건축제품,4,-1.48,-1.76,,2369
출판,2,3.31,96.89,,2320
교육서비스,4,-2.69,-12.33,11.8,2275
식품과기본식료품소매,2,2.28,11.89,,1741
전문소매,1,-6.16,-0.26,,1518
레저용장비와제품,2,2.45,6.36,,1432
가정용품,2,,,,1248
소프트웨어,1,7.67,5.56,,1224
판매업체,2,-51.5,-9.09,,1069
생물공학,2,,,,1032
컴퓨터와주변기기,2,,,,597
문구류,1,,,,257
