Code,종목명,섹터,시총_억,종가,거래량,PER,ROE,DIV,평가
005930,삼성전자,반도체와반도체장비,20052736,343000,17548685,27.72,10.85,,◎ 대장주(#1)
000660,SK하이닉스,반도체와반도체장비,16976570,2382000,3644469,23.01,44.15,,◎ 대장주(#2)
402340,SK스퀘어,반도체와반도체장비,1980695,1501000,872218,12.75,37.82,,◎ 대장주(#3)
005935,삼성전자우,반도체와반도체장비,1797311,224000,3336640,18.11,,,○ 우량주(#4)
009150,삼성전기,전자장비와기기,1529727,2048000,1084769,193.44,7.7,,○ 우량주(#5)
005380,현대차,자동차,1310450,640000,1286352,19.73,8.41,,○ 우량주(#6)
032830,삼성생명,생명보험,862000,431000,251317,30.02,4.96,,○ 우량주(#7)
028260,삼성물산,복합기업,805973,497000,480592,33.33,6.02,,△ 중대형(#8)
329180,HD현대중공업,조선,732629,698000,264093,34.49,18.82,,△ 중대형(#9)
000270,기아,자동차,664483,170200,1130432,9.58,12.92,,△ 중대형(#10)
