섹터,종목수,평균PER,평균ROE,평균DIV,시총합_억
반도체와반도체장비,16,17.07,14.27,,29126723
은행,11,11.0,7.87,,2082222
조선,14,-2.45,22.5,,1640705
제약,62,5.56,4.44,,1617866
자동차,10,8.25,9.16,15.48,1504436
전기제품,11,3.4,-9.42,,1327857
전자장비와기기,20,30.52,0.59,,1277161
우주항공과국방,8,43.62,18.71,,1221182
전기장비,14,52.67,16.91,,1200202
복합기업,17,42.61,2.65,,1167140
증권,33,8.67,8.4,8.3,930576
석유와가스,12,7.89,-0.77,,872872
자동차부품,73,4.83,5.55,,831780
화학,72,-52.88,5.75,8.93,776317
기계,22,15.51,3.62,19.76,744134
생명보험,4,15.74,5.94,,684448
양방향미디어와서비스,3,21.96,5.08,,514755
손해보험,11,10.26,12.67,,506721
IT서비스,14,35.72,7.52,,503004
건설,39,14.61,7.26,,445064
화장품,19,14.1,15.5,,417992
철강,36,5.15,0.72,13.22,376533
식품,52,2.23,1.25,,351167
전자제품,4,-24.87,4.36,,347600
비철금속,26,6.82,3.51,8.76,319432
전기유틸리티,4,59.6,11.65,,289809
무선통신서비스,3,31.74,4.67,,252007
해운사,8,14.66,7.94,,246984
게임엔터테인먼트,5,10.43,11.92,,225878
항공사,8,6.36,-83.43,,203536
담배,1,17.47,11.77,,184160
백화점과일반상점,12,20.31,1.63,,182165
에너지장비및서비스,10,-3.22,2.08,,180408
"섬유,의류,신발,호화품",45,15.46,5.45,11.52,176863
항공화물운송과물류,10,-1.54,7.48,,176844
기타,25,,,,145873
무역회사와판매업체,7,14.27,84.01,,139911
다각화된통신서비스,1,8.61,10.22,,132815
부동산,28,32.19,1.34,16.53,98401
방송과엔터테인먼트,8,54.39,-2.5,,94806
가정용기기와용품,5,7.42,13.41,,92769
건축자재,31,1.51,3.39,,86591
가스유틸리티,11,5.82,7.33,,79283
"호텔,레스토랑,레저",9,10.69,3.32,,74817
운송인프라,3,6.11,10.46,,62944
카드,1,8.83,7.45,,54570
디스플레이패널,2,-62.09,3.44,,51155
상업서비스와공급품,9,13.83,9.04,,45783
통신장비,3,43.09,8.28,,33038
광고,3,8.14,10.32,,30535
음료,9,2.6,3.71,,25645
도로와철도운송,5,-3.31,-7.55,,25157
포장재,16,-26.06,2.12,,24732
건강관리장비와용품,5,12.47,-4.92,,18287
가구,7,19.76,4.35,,16362
핸드셋,3,-13.81,4.47,,14272
복합유틸리티,1,2.71,14.84,,8707
디스플레이장비및부품,3,13.31,7.49,,7346
종이와목재,10,75.21,-4.03,,6995
사무용전자제품,1,15.91,1.88,,4066
창업투자,1,15.27,5.99,,3292
건강관리업체및서비스,1,6.3,11.08,,2689
출판,2,3.71,96.89,,2394
건축제품,4,0.54,-1.76,,2315
교육서비스,4,-2.66,-12.33,11.7,2315
식품과기본식료품소매,2,3.26,11.89,,1722
전문소매,1,-16.89,-0.26,,1527
레저용장비와제품,2,4.08,6.36,,1457
가정용품,2,,,,1253
소프트웨어,1,9.48,5.56,,1186
판매업체,2,-19.57,-9.09,,1119
생물공학,2,,,,1096
컴퓨터와주변기기,2,,,,589
문구류,1,,,,352
