Code,종목명,섹터,PER,ROE,종가,시총_억,점수,평가
019180,티에이치엔,자동차부품,1.41,36.85,6350,1143,0.036,◎ 매우 저평가
013520,화승코퍼레이션,자동차부품,1.77,31.51,2680,1341,0.061,◎ 매우 저평가
016880,웅진,출판,3.71,96.89,2200,1758,0.1,◎ 매우 저평가
136490,선진,식품,2.29,23.5,10850,2580,0.107,◎ 매우 저평가
002380,KCC,건축자재,2.36,23.51,454000,39012,0.111,◎ 매우 저평가
015760,한국전력,전기유틸리티,2.61,19.4,35450,227576,0.175,○ 저평가
001450,현대해상,손해보험,3.54,20.6,41650,35506,0.196,○ 저평가
096760,JW홀딩스,제약,4.48,23.57,4180,3090,0.25,○ 저평가
023590,다우기술,증권,2.99,15.95,40950,17726,0.25,○ 저평가
013700,까뮤이앤씨,건설,3.96,19.4,1695,1013,0.262,○ 저평가
