Code,종목명,섹터,DIV,DPS,PER,ROE,종가,시총_억,평가
348950,제이알글로벌리츠,부동산,26.23,310.0,14.41,1.35,1182,2333,◎ 초고배당(26.2%)
432320,KB스타리츠,부동산,20.04,312.0,-8.15,-7.28,1557,2347,◎ 초고배당(20.0%)
017800,현대엘리베이터,기계,16.86,14010.0,12.4,20.11,83100,32486,◎ 초고배당(16.9%)
381970,케이카,자동차,12.27,1200.0,9.31,22.63,9780,4775,◎ 초고배당(12.3%)
016450,한세예스24홀딩스,"섬유,의류,신발,호화품",11.79,500.0,-5.13,-6.86,4240,1696,◎ 초고배당(11.8%)
400760,NH올원리츠,부동산,10.49,316.0,107.68,0.72,3015,1656,◎ 초고배당(10.5%)
377190,디앤디플랫폼리츠,부동산,9.48,246.0,29.83,0.75,2595,2294,◎ 초고배당(9.5%)
350520,이지스레지던스리츠,부동산,8.76,300.0,10.57,3.78,3425,1263,◎ 초고배당(8.8%)
000480,CR홀딩스,비철금속,8.59,410.0,-10.4,-4.69,4775,2239,◎ 초고배당(8.6%)
071320,지역난방공사,복합유틸리티,8.45,6157.0,2.62,14.84,72900,8441,◎ 초고배당(8.4%)
