Code,종목명,섹터,종가,RSI14,5일수익률(%),PER,ROE,시총_억,평가
017960,한국카본,조선,35750,2.28,-12.7,19.44,19.3,18690,◎ 극과매도(RSI 2)
112610,씨에스윈드,에너지장비및서비스,51000,7.84,-7.78,61.97,3.02,21507,◎ 극과매도(RSI 8)
439260,대한조선,조선,68000,9.49,-6.85,9.3,32.19,26198,◎ 극과매도(RSI 9)
071970,HD현대마린엔진,조선,76500,9.71,-9.14,15.72,41.36,25950,◎ 극과매도(RSI 10)
001120,LX인터내셔널,무역회사와판매업체,44000,11.28,-5.07,12.03,5.22,17054,◎ 극과매도(RSI 11)
064350,현대로템,우주항공과국방,195500,11.3,-8.0,27.71,30.05,213373,◎ 극과매도(RSI 11)
096770,SK이노베이션,석유와가스,118800,13.1,-6.24,-5.64,-14.42,200835,◎ 극과매도(RSI 13)
010950,S-Oil,석유와가스,107300,14.1,-6.7,13.27,2.01,120801,◎ 극과매도(RSI 14)
097230,HJ중공업,건설,22050,14.1,-10.73,36.45,10.15,19910,◎ 극과매도(RSI 14)
052690,한전기술,전기유틸리티,142500,14.53,-8.01,63.79,14.2,54464,◎ 극과매도(RSI 15)
