Code,종목명,섹터,시총_억,종가,거래량,PER,ROE,DIV,평가
005930,삼성전자,반도체와반도체장비,17509604,299500,36168689,24.21,10.85,,◎ 대장주(#1)
000660,SK하이닉스,반도체와반도체장비,13826426,1940000,5096690,18.74,44.15,,◎ 대장주(#2)
402340,SK스퀘어,복합기업,1555789,1179000,946510,17.74,37.82,,◎ 대장주(#3)
005935,삼성전자우,반도체와반도체장비,1506853,187800,5314354,15.18,,,○ 우량주(#4)
005380,현대차,자동차,1363687,666000,1932919,20.53,8.41,,○ 우량주(#5)
009150,삼성전기,전자장비와기기,899312,1204000,1364487,132.32,7.7,,○ 우량주(#6)
032830,삼성생명,생명보험,710000,355000,436740,30.83,4.96,,○ 우량주(#7)
329180,HD현대중공업,조선,705339,672000,488545,42.8,18.82,,△ 중대형(#8)
034020,두산에너빌리티,기계,694368,108400,2673341,449.79,1.11,,△ 중대형(#9)
028260,삼성물산,복합기업,678671,418500,684854,29.54,6.02,,△ 중대형(#10)
