Code,종목명,섹터,PER,ROE,종가,시총_억,점수,평가
013520,화승코퍼레이션,자동차부품,1.56,31.51,2355,1179,0.061,◎ 매우 저평가
016880,웅진,출판,3.1,96.89,1836,1467,0.077,◎ 매우 저평가
002380,KCC,건축자재,1.85,23.51,355500,30548,0.109,◎ 매우 저평가
031440,신세계푸드,"호텔,레스토랑,레저",1.94,23.71,38150,1477,0.111,◎ 매우 저평가
136490,선진,식품,1.93,23.5,9140,2173,0.118,◎ 매우 저평가
015760,한국전력,전기유틸리티,2.44,19.4,33050,212169,0.189,○ 저평가
001450,현대해상,손해보험,3.29,20.6,38750,33034,0.218,○ 저평가
096760,JW홀딩스,제약,3.92,23.57,3660,2706,0.239,○ 저평가
023590,다우기술,증권,2.5,15.95,34150,14783,0.257,○ 저평가
100840,SNT에너지,에너지장비및서비스,4.48,25.15,22250,4601,0.271,○ 저평가
