Code,종목명,섹터,PER,ROE,종가,시총_억,점수,평가
019180,티에이치엔,자동차부품,1.38,36.85,6130,1103,0.04,◎ 매우 저평가
013520,화승코퍼레이션,자동차부품,1.74,31.51,2575,1289,0.058,◎ 매우 저평가
016880,웅진,출판,3.32,96.89,1949,1558,0.088,◎ 매우 저평가
031440,신세계푸드,"호텔,레스토랑,레저",2.07,23.71,41250,1597,0.103,◎ 매우 저평가
136490,선진,식품,1.93,23.5,9130,2171,0.108,◎ 매우 저평가
002380,KCC,건축자재,2.54,23.51,488000,41933,0.126,◎ 매우 저평가
001450,현대해상,손해보험,3.12,20.6,36650,31243,0.191,○ 저평가
015760,한국전력,전기유틸리티,2.82,19.4,38200,245230,0.195,○ 저평가
096760,JW홀딩스,제약,4.14,23.57,3860,2854,0.245,○ 저평가
023590,다우기술,증권,2.72,15.95,37450,16211,0.249,○ 저평가
