Code,종목명,섹터,PER,ROE,종가,시총_억,점수,평가
298000,효성화학,화학,0.38,260.94,38900,1475,0.007,◎ 매우 저평가
016880,웅진,출판,1.87,96.89,2820,2254,0.018,◎ 매우 저평가
019180,티에이치엔,자동차부품,1.95,36.85,7440,1339,0.048,◎ 매우 저평가
013520,화승코퍼레이션,자동차부품,2.09,31.51,3260,1632,0.062,◎ 매우 저평가
002990,금호건설,건설,3.06,26.79,5250,1942,0.096,◎ 매우 저평가
031440,신세계푸드,"호텔,레스토랑,레저",2.65,23.71,52800,2045,0.103,◎ 매우 저평가
136490,선진,식품,2.21,23.5,11070,2632,0.103,◎ 매우 저평가
000540,흥국화재,손해보험,1.86,18.85,4320,2775,0.136,◎ 매우 저평가
036580,팜스코,식품,3.13,23.16,3490,1282,0.136,◎ 매우 저평가
002380,KCC,건축자재,3.41,23.51,591000,52519,0.143,◎ 매우 저평가
