섹터,종목수,평균PER,평균ROE,평균DIV,시총합_억
반도체와반도체장비,14,36.72,11.03,,29648627
복합기업,18,53.49,5.35,,2888192
조선,14,-81.64,20.72,,2309280
은행,11,12.79,7.87,,2121020
전기장비,14,86.28,16.91,,1972193
자동차,10,20.11,9.1,11.67,1963547
전기제품,12,9.09,-11.78,,1922187
제약,62,-19.54,2.23,,1594178
우주항공과국방,8,48.53,15.63,,1531488
증권,33,12.15,8.33,,1380643
기계,22,43.34,3.53,14.21,1181241
화학,72,35.41,5.74,7.61,1163901
전자장비와기기,21,56.88,2.71,,1131141
석유와가스,11,26.29,-0.77,,852329
자동차부품,73,3.9,5.74,,822666
생명보험,4,16.8,5.94,,677235
건설,39,12.17,4.24,,627895
철강,36,-37.12,-0.23,7.49,596433
양방향미디어와서비스,3,26.54,5.08,,527393
IT서비스,14,41.2,9.05,,490021
손해보험,11,7.85,12.67,,437920
비철금속,26,21.83,3.38,8.25,408701
화장품,19,24.49,15.5,,391667
전기유틸리티,4,66.22,11.65,,391208
식품,52,9.57,1.22,,371824
무선통신서비스,3,30.88,4.67,,266930
전자제품,4,19.6,4.36,,254710
게임엔터테인먼트,5,14.14,11.92,,252314
해운사,8,16.41,7.94,,249712
"섬유,의류,신발,호화품",47,16.96,5.03,11.1,221335
백화점과일반상점,12,64.89,1.63,,214582
항공화물운송과물류,10,-12.84,7.48,,208200
담배,1,19.69,11.77,,202634
항공사,8,0.93,-83.43,,201800
기타,25,,,,201692
에너지장비및서비스,9,27.22,6.17,,187642
무역회사와판매업체,6,10.84,97.89,,176711
다각화된통신서비스,1,8.66,10.22,,149953
방송과엔터테인먼트,8,18.76,-12.33,,124263
건축자재,31,-3.17,3.36,,110966
부동산,30,64.55,0.11,13.11,110149
"호텔,레스토랑,레저",10,15.83,5.36,,99238
가정용기기와용품,5,11.57,11.76,,89005
가스유틸리티,11,8.67,7.33,,87464
운송인프라,3,4.99,10.46,,68143
디스플레이패널,2,27.48,3.44,,62760
카드,1,9.26,7.45,,59783
통신장비,3,56.66,8.28,,52257
상업서비스와공급품,9,7.13,9.04,,43911
소프트웨어,2,33.06,10.78,,38114
광고,3,9.18,10.32,,31343
포장재,16,28.31,2.12,,31285
음료,9,-5.9,3.71,,29241
도로와철도운송,5,-4.24,-7.55,,22115
건강관리장비와용품,5,18.4,-4.92,,21190
핸드셋,3,2128.09,4.47,,21112
가구,7,9.68,4.35,,18578
디스플레이장비및부품,3,12.14,7.49,,10802
인터넷과카탈로그소매,1,10.35,4.36,,10248
종이와목재,10,5.8,-4.64,,9444
복합유틸리티,1,2.53,14.84,8.31,8580
사무용전자제품,1,24.94,1.88,,4824
창업투자,1,26.98,5.99,,3776
교육서비스,4,-1.85,-3.13,7.37,3661
출판,2,1.87,96.89,,3076
건축제품,4,1.47,-1.76,,2968
전문소매,2,-72.04,-0.26,,2068
식품과기본식료품소매,2,3.45,11.89,,2059
건강관리업체및서비스,1,6.0,11.08,,1753
레저용장비와제품,2,6.25,6.36,,1608
가정용품,2,,,,1604
판매업체,2,-14.03,-9.09,,1424
생물공학,2,,,,1392
컴퓨터와주변기기,2,,,,892
문구류,1,,,,312
