섹터,종목수,평균PER,평균ROE,평균DIV,시총합_억
반도체와반도체장비,14,33.85,11.03,,30696814
복합기업,18,47.06,5.35,,2865207
자동차,10,20.14,9.16,11.71,2278462
조선,14,-57.25,20.72,,2063488
은행,11,11.95,7.87,,2017376
전기제품,12,5.77,-11.78,,1671289
전기장비,14,74.99,16.91,,1661682
제약,62,-18.9,3.48,,1538861
우주항공과국방,8,44.5,15.63,,1399604
증권,33,10.64,8.33,,1224619
전자장비와기기,21,58.88,2.82,,1206078
화학,72,33.37,5.74,8.58,1018027
기계,22,34.08,3.04,15.55,1006942
자동차부품,73,4.59,5.67,,991166
석유와가스,11,25.16,-0.77,,790189
생명보험,4,16.65,5.94,,699253
IT서비스,14,41.92,9.05,,559177
건설,39,10.27,4.24,,544731
철강,36,-42.53,-0.18,9.9,541948
양방향미디어와서비스,3,25.4,5.08,,515541
손해보험,11,8.05,12.67,,469115
전자제품,4,26.09,4.36,,407628
식품,52,9.71,1.22,,389520
화장품,19,24.18,15.5,,387711
비철금속,26,20.11,3.38,8.41,378064
전기유틸리티,4,53.62,11.65,,335394
무선통신서비스,3,33.35,4.67,,287808
게임엔터테인먼트,5,14.09,11.92,,256385
해운사,8,10.8,8.06,,238838
백화점과일반상점,12,77.67,1.63,,237906
"섬유,의류,신발,호화품",47,16.37,5.12,11.42,221274
항공화물운송과물류,10,-12.35,7.48,,214035
항공사,8,1.66,-83.43,,204046
기타,25,,,,190877
담배,1,20.04,11.77,,186651
에너지장비및서비스,9,24.23,6.17,,163255
무역회사와판매업체,6,9.63,97.89,,159052
다각화된통신서비스,1,8.55,10.22,,147937
방송과엔터테인먼트,8,18.02,-12.33,7.71,124031
부동산,30,65.23,1.33,14.46,105859
건축자재,31,-5.86,3.53,,101929
"호텔,레스토랑,레저",10,15.12,5.36,,96556
가정용기기와용품,5,11.55,11.76,,93693
가스유틸리티,11,8.64,7.33,,89314
디스플레이패널,2,31.13,3.44,,71010
운송인프라,3,5.37,10.46,,67865
카드,1,9.11,7.45,,58856
통신장비,3,52.04,8.28,,48092
상업서비스와공급품,9,7.12,9.04,,44815
소프트웨어,2,31.83,10.78,,37878
광고,3,9.05,10.32,,32106
포장재,16,25.97,2.12,,29428
음료,9,-5.53,3.71,,29061
도로와철도운송,5,-6.11,-7.55,,25362
건강관리장비와용품,5,18.4,-4.92,,21115
핸드셋,3,2061.68,4.47,,19568
가구,7,8.36,4.35,,16552
디스플레이장비및부품,3,11.81,7.49,,10482
인터넷과카탈로그소매,1,10.47,4.36,,10368
복합유틸리티,1,2.62,14.84,8.03,8881
종이와목재,10,5.11,-4.64,,8808
사무용전자제품,1,23.1,1.88,,4469
창업투자,1,24.79,5.99,,3470
교육서비스,4,-4.25,-10.34,8.51,3155
출판,2,1.67,96.89,,2796
건축제품,4,1.46,-1.76,,2721
전문소매,2,-69.81,-0.26,,2006
건강관리업체및서비스,1,6.76,11.08,,1974
식품과기본식료품소매,2,3.23,11.89,,1938
레저용장비와제품,2,6.76,6.36,,1669
가정용품,2,,,,1511
생물공학,2,-1.54,-81.98,,1439
판매업체,2,-12.43,-9.09,,1302
컴퓨터와주변기기,2,,,,835
문구류,1,,,,291
