Code,종목명,섹터,종가,RSI14,5일수익률(%),PER,ROE,시총_억,평가
439260,대한조선,조선,69400,0.77,-15.98,9.49,32.19,26737,◎ 극과매도(RSI 1)
017960,한국카본,조선,38750,6.78,-15.39,19.77,19.3,20258,◎ 극과매도(RSI 7)
097230,HJ중공업,건설,23950,7.35,-10.13,39.59,10.15,21626,◎ 극과매도(RSI 7)
015760,한국전력,전기유틸리티,38750,14.35,-12.03,2.91,19.4,248761,◎ 극과매도(RSI 14)
175330,JB금융지주,은행,24950,16.0,-4.22,6.77,12.36,46969,◎ 극과매도(RSI 16)
052690,한전기술,전기유틸리티,146900,16.48,-15.38,65.76,14.2,56145,◎ 극과매도(RSI 16)
000120,CJ대한통운,항공화물운송과물류,92400,18.3,-8.15,8.71,5.98,21079,◎ 극과매도(RSI 18)
112610,씨에스윈드,에너지장비및서비스,52800,20.59,-12.73,64.16,3.02,22267,○ 과매도(RSI 21)
279570,케이뱅크,은행,5430,21.47,-8.74,18.1,5.4,22029,○ 과매도(RSI 21)
138930,BNK금융지주,은행,17320,21.58,-3.24,6.74,7.58,53749,○ 과매도(RSI 22)
