섹터,종목수,평균PER,평균ROE,평균DIV,시총합_억
반도체와반도체장비,14,16.02,11.03,,32876956
복합기업,18,61.2,5.35,,2985979
자동차,10,18.91,9.16,12.07,2164231
조선,14,-10.86,20.72,,2151133
은행,11,12.06,7.87,,2064046
전기장비,14,70.63,16.91,,1746873
전기제품,12,11.88,-11.78,,1669824
제약,62,16.02,3.48,,1563452
전자장비와기기,21,42.19,2.71,,1497898
우주항공과국방,8,51.58,15.63,,1463959
증권,33,10.32,8.33,,1221298
화학,72,43.36,5.74,8.49,1009131
자동차부품,73,5.54,5.67,,1006191
기계,22,24.42,3.04,16.62,996948
석유와가스,11,16.71,-0.77,,886728
생명보험,4,18.1,5.94,,810372
IT서비스,14,41.58,9.05,,552601
건설,39,18.11,4.02,,543147
철강,36,-31.84,-0.18,10.72,513537
양방향미디어와서비스,3,25.84,5.08,,504777
손해보험,11,8.46,12.67,,478060
전자제품,4,-23.33,4.36,,401769
비철금속,26,16.16,3.38,8.43,379671
화장품,19,12.85,15.5,,375007
식품,52,7.6,1.16,,371903
전기유틸리티,4,57.54,11.65,,340508
무선통신서비스,3,33.56,4.67,,289066
게임엔터테인먼트,5,11.67,11.92,,252017
해운사,8,11.26,8.06,,243946
백화점과일반상점,12,32.62,1.63,,224536
"섬유,의류,신발,호화품",47,10.07,5.03,11.48,211960
항공화물운송과물류,10,-12.26,7.48,,209016
항공사,8,2.97,-83.43,,206346
담배,1,18.51,11.77,,195164
기타,25,,,,186359
에너지장비및서비스,9,23.7,6.17,,166449
무역회사와판매업체,6,10.01,97.89,,156889
다각화된통신서비스,1,8.12,10.22,,140628
방송과엔터테인먼트,8,17.68,-12.33,7.8,119763
부동산,30,58.62,1.27,14.89,103830
건축자재,31,-25.23,3.53,,99327
가정용기기와용품,5,11.22,11.76,,92935
"호텔,레스토랑,레저",10,11.77,5.36,,91783
가스유틸리티,11,8.13,7.33,,84986
디스플레이패널,2,-92.94,3.44,,76260
운송인프라,3,5.92,10.46,,68187
카드,1,8.65,7.45,,55844
통신장비,3,60.0,8.28,,47279
상업서비스와공급품,9,6.84,9.04,,43138
소프트웨어,2,29.38,10.78,,39133
광고,3,9.29,10.32,,31526
음료,9,2.04,3.71,,28302
포장재,16,-40.49,2.12,,28285
도로와철도운송,5,-3.8,-7.55,,23112
건강관리장비와용품,5,15.4,-4.92,,21612
핸드셋,3,1858.93,4.47,,18169
가구,7,8.8,4.35,,15825
디스플레이장비및부품,3,12.24,7.49,,10809
인터넷과카탈로그소매,1,10.29,4.36,,10188
종이와목재,10,66.63,-4.97,,8523
복합유틸리티,1,2.63,14.84,8.42,8464
사무용전자제품,1,16.46,1.88,,4207
창업투자,1,24.76,5.99,,3466
교육서비스,4,-4.86,-10.34,10.01,2964
건축제품,4,1.54,-1.76,,2692
출판,2,1.52,96.89,,2568
전문소매,2,-68.16,-0.26,,2055
건강관리업체및서비스,1,6.63,11.08,,1935
식품과기본식료품소매,2,3.22,11.89,,1915
생물공학,2,-2.11,-81.98,,1765
레저용장비와제품,2,6.86,6.36,,1682
가정용품,2,,,,1441
판매업체,2,-22.04,-9.09,,1246
컴퓨터와주변기기,2,,,,799
문구류,1,,,,285
