Code,종목명,섹터,시총_억,종가,거래량,PER,ROE,DIV,평가
005930,삼성전자,반도체와반도체장비,17100365,292500,18395274,23.64,10.85,,◎ 대장주(#1)
000660,SK하이닉스,반도체와반도체장비,13833553,1941000,3135190,18.75,44.15,,◎ 대장주(#2)
402340,SK스퀘어,복합기업,1563707,1185000,783138,17.83,37.82,,◎ 대장주(#3)
005935,삼성전자우,반도체와반도체장비,1504446,187500,3092987,15.16,,,○ 우량주(#4)
005380,현대차,자동차,1341163,655000,997831,20.19,8.41,,○ 우량주(#5)
009150,삼성전기,전자장비와기기,1000896,1340000,1366361,147.27,7.7,,○ 우량주(#6)
032830,삼성생명,생명보험,729000,364500,424209,31.66,4.96,,○ 우량주(#7)
034020,두산에너빌리티,기계,714866,111600,2908260,463.07,1.11,,△ 중대형(#8)
329180,HD현대중공업,조선,713736,680000,296191,43.31,18.82,,△ 중대형(#9)
028260,삼성물산,복합기업,681915,420500,459012,29.69,6.02,,△ 중대형(#10)
