Code,종목명,섹터,종가,RSI14,5일수익률(%),PER,ROE,시총_억,평가
017960,한국카본,조선,36800,9.0,-5.03,20.01,19.3,19239,◎ 극과매도(RSI 9)
112610,씨에스윈드,에너지장비및서비스,52700,14.07,-0.19,64.03,3.02,22224,◎ 극과매도(RSI 14)
439260,대한조선,조선,70200,16.61,1.15,9.52,32.19,26738,◎ 극과매도(RSI 17)
064350,현대로템,우주항공과국방,206000,16.93,2.23,29.2,30.05,224833,◎ 극과매도(RSI 17)
010950,S-Oil,석유와가스,109000,17.39,-2.77,13.49,2.01,122715,◎ 극과매도(RSI 17)
047050,포스코인터내셔널,무역회사와판매업체,70300,19.42,-2.23,20.14,9.27,123674,◎ 극과매도(RSI 19)
097230,HJ중공업,건설,22550,20.0,-5.85,37.27,10.15,20362,○ 과매도(RSI 20)
071970,HD현대마린엔진,조선,80900,20.14,2.15,16.62,41.36,27442,○ 과매도(RSI 20)
052690,한전기술,전기유틸리티,146500,20.31,-0.27,65.58,14.2,55992,○ 과매도(RSI 20)
051600,한전KPS,전기유틸리티,54600,23.61,-3.19,19.78,9.29,24570,○ 과매도(RSI 24)
