섹터,종목수,평균PER,평균ROE,평균DIV,시총합_억
반도체와반도체장비,16,17.18,14.27,,30109239
은행,11,11.24,7.87,,2108594
조선,14,-0.13,22.5,,1496311
자동차,10,7.85,9.16,16.44,1490837
제약,62,3.95,3.21,,1402296
전자장비와기기,20,27.48,0.59,,1231291
전기제품,11,4.29,-9.42,,1150648
복합기업,17,38.15,2.65,,1049771
전기장비,14,45.36,16.91,,1039952
우주항공과국방,8,38.81,18.71,,1025639
증권,33,7.77,8.4,,931543
석유와가스,12,7.94,-0.77,,877102
자동차부품,73,5.0,5.67,,777195
화학,72,-43.65,5.75,9.36,704398
생명보험,4,14.35,5.94,,673670
기계,22,12.47,3.12,21.1,618323
손해보험,11,10.41,12.67,,486681
양방향미디어와서비스,3,19.88,5.08,,448336
IT서비스,14,29.83,7.52,,411340
건설,39,12.54,7.26,,359536
화장품,19,11.68,15.5,,357016
철강,36,3.18,0.72,15.94,344945
식품,52,3.64,1.31,,325405
전자제품,4,-20.88,4.36,,284013
전기유틸리티,4,52.06,11.65,,267614
비철금속,26,6.05,3.51,8.59,252868
무선통신서비스,3,30.68,4.67,,243799
해운사,8,8.59,8.06,,231030
게임엔터테인먼트,5,9.67,11.92,,207903
백화점과일반상점,12,21.8,1.63,,205052
항공사,8,5.72,-83.43,,189082
담배,1,17.67,11.77,,186236
"섬유,의류,신발,호화품",45,15.18,5.45,11.52,181200
항공화물운송과물류,10,-1.82,7.48,,165692
에너지장비및서비스,10,-1.27,2.08,,141963
기타,25,,,,135336
다각화된통신서비스,1,8.74,10.22,,134832
무역회사와판매업체,7,13.09,84.01,,127893
방송과엔터테인먼트,8,50.56,-2.5,8.7,102526
부동산,28,35.47,1.34,17.96,94165
가정용기기와용품,5,9.3,11.76,,88994
건축자재,31,1.23,3.39,,79441
가스유틸리티,11,5.52,7.33,,72734
"호텔,레스토랑,레저",10,8.75,5.36,,71581
운송인프라,3,5.8,10.46,,63867
카드,1,8.98,7.45,,55496
디스플레이패널,2,-60.61,3.44,,49910
상업서비스와공급품,9,13.32,9.04,,42365
광고,3,7.7,10.32,9.48,29801
통신장비,3,36.38,8.28,,28052
음료,9,2.33,3.71,,24707
포장재,16,-24.25,2.12,,22343
도로와철도운송,5,-9.33,-10.84,,21858
건강관리장비와용품,5,12.19,-4.92,,17149
가구,7,18.39,4.35,,15451
핸드셋,3,-10.94,4.47,,12004
복합유틸리티,1,2.31,14.84,9.59,7434
디스플레이장비및부품,3,12.44,7.49,,6820
종이와목재,10,89.19,-4.28,8.91,6603
사무용전자제품,1,15.49,1.88,,3959
창업투자,1,15.36,5.99,,3311
교육서비스,4,-2.48,-12.33,14.05,2266
출판,2,3.41,96.89,,2223
건축제품,4,-3.68,-11.82,,2108
건강관리업체및서비스,1,4.27,11.08,,1821
식품과기본식료품소매,2,3.01,11.89,,1663
전문소매,1,-16.34,-0.26,,1478
레저용장비와제품,2,3.94,6.36,,1386
가정용품,2,,,,1322
소프트웨어,1,9.25,5.56,,1156
생물공학,2,,,,1020
판매업체,2,,,,918
문구류,1,,,,705
컴퓨터와주변기기,2,,,,664
