Code,종목명,섹터,PER,ROE,종가,시총_억,점수,평가
019180,티에이치엔,자동차부품,1.33,36.85,6010,1082,0.039,◎ 매우 저평가
013520,화승코퍼레이션,자동차부품,1.72,31.51,2595,1299,0.06,◎ 매우 저평가
016880,웅진,출판,3.35,96.89,1984,1586,0.095,◎ 매우 저평가
031440,신세계푸드,"호텔,레스토랑,레저",2.05,23.71,40300,1561,0.102,◎ 매우 저평가
136490,선진,식품,2.06,23.5,9750,2319,0.117,◎ 매우 저평가
002380,KCC,건축자재,2.35,23.51,453500,38969,0.12,◎ 매우 저평가
036580,팜스코,식품,3.26,23.16,2780,1021,0.171,○ 저평가
015760,한국전력,전기유틸리티,2.67,19.4,36200,232391,0.194,○ 저평가
001450,현대해상,손해보험,3.24,20.6,38150,32522,0.198,○ 저평가
096760,JW홀딩스,제약,4.18,23.57,3905,2887,0.254,○ 저평가
