Code,종목명,섹터,시총_억,종가,거래량,PER,ROE,DIV,평가
005930,삼성전자,반도체와반도체장비,16661894,285000,20088811,23.04,10.85,,◎ 대장주(#1)
000660,SK하이닉스,반도체와반도체장비,15536912,2180000,4827239,21.06,44.15,,◎ 대장주(#2)
402340,SK스퀘어,반도체와반도체장비,1859294,1409000,874915,11.97,37.82,,◎ 대장주(#3)
005935,삼성전자우,반도체와반도체장비,1559007,194300,3548721,15.7,,,○ 우량주(#4)
009150,삼성전기,전자장비와기기,1183148,1584000,875317,149.62,7.7,,○ 우량주(#5)
005380,현대차,자동차,936767,457500,654103,14.1,8.41,,○ 우량주(#6)
032830,삼성생명,생명보험,681000,340500,814715,23.72,4.96,,○ 우량주(#7)
105560,KB금융,은행,654044,184400,2152385,11.66,9.98,,△ 중대형(#8)
207940,삼성바이오로직스,제약,645759,1395000,43685,45.32,19.44,,△ 중대형(#9)
028260,삼성물산,복합기업,634886,391500,501429,26.25,6.02,,△ 중대형(#10)
