섹터,종목수,평균PER,평균ROE,평균DIV,시총합_억
반도체와반도체장비,16,22.67,14.27,,45008798
전자장비와기기,20,45.06,0.59,,2168622
조선,14,-1.94,22.5,,2054652
은행,11,11.57,7.87,,2047438
자동차,10,9.73,9.16,13.38,2022633
전기장비,14,61.04,16.91,,1540143
전기제품,11,10.95,-9.42,,1526358
복합기업,17,52.79,2.65,,1497426
제약,62,3.71,4.38,,1423035
우주항공과국방,8,49.39,18.71,,1318813
생명보험,4,23.85,5.94,,1098074
증권,33,9.12,8.33,,1049575
자동차부품,74,5.11,5.67,15.87,946574
화학,72,-68.21,5.83,9.3,906790
석유와가스,12,8.9,-0.77,,897350
기계,22,19.54,3.11,18.29,878853
IT서비스,14,40.06,7.52,,557856
양방향미디어와서비스,3,21.44,5.08,,528336
손해보험,11,10.06,12.67,,526433
건설,39,15.26,4.08,,463079
철강,36,2.6,-0.18,12.17,408954
전자제품,4,-22.6,4.36,,358194
화장품,19,11.09,15.5,,348762
식품,52,1.77,1.03,,334049
전기유틸리티,4,68.32,11.65,,317032
비철금속,26,6.84,3.38,8.68,311437
무선통신서비스,3,33.76,4.67,,266667
백화점과일반상점,12,26.86,1.63,,253791
게임엔터테인먼트,5,11.01,11.92,,237820
해운사,8,14.37,7.94,,232189
항공사,8,6.37,-83.43,,211323
항공화물운송과물류,10,-3.18,6.89,,195324
담배,1,17.73,11.77,,186859
에너지장비및서비스,10,-5.32,2.08,,184020
"섬유,의류,신발,호화품",45,16.63,4.98,11.65,178696
기타,25,,,,160953
무역회사와판매업체,7,13.55,84.01,,136442
다각화된통신서비스,1,8.7,10.22,,134328
방송과엔터테인먼트,8,48.93,-12.33,,113195
부동산,28,31.64,1.34,17.16,98716
건축자재,31,-21.25,3.53,,92140
"호텔,레스토랑,레저",10,11.09,5.36,,86221
가정용기기와용품,5,7.03,13.41,,86044
가스유틸리티,11,5.63,7.33,,75030
디스플레이패널,2,-83.25,3.44,,68360
운송인프라,3,5.67,10.46,,66064
카드,1,9.29,7.45,,57408
상업서비스와공급품,9,13.38,9.04,,42184
통신장비,3,54.44,8.28,,41356
소프트웨어,2,23.46,10.78,,36220
광고,3,8.34,10.32,,31000
음료,9,2.92,3.71,,25898
포장재,16,-32.84,2.55,,24827
도로와철도운송,5,-4.74,-7.55,,20469
건강관리장비와용품,5,12.8,-4.92,,18647
핸드셋,3,-14.39,4.47,,15568
가구,7,18.88,4.35,,14946
인터넷과카탈로그소매,1,9.02,4.36,,9624
디스플레이장비및부품,3,15.58,7.49,,8098
복합유틸리티,1,2.5,14.84,8.86,8047
종이와목재,10,88.83,-4.28,8.56,6995
사무용전자제품,1,15.85,1.88,,4051
창업투자,1,11.19,5.99,,2412
교육서비스,4,-2.54,-12.33,11.21,2362
출판,2,3.48,96.89,,2273
건축제품,4,-4.08,-11.82,,2249
건강관리업체및서비스,1,3.87,11.08,,1652
식품과기본식료품소매,2,2.93,11.89,,1644
전문소매,1,-17.23,-0.26,,1558
레저용장비와제품,2,4.2,6.36,,1461
가정용품,2,,,,1247
생물공학,2,,,,1143
판매업체,2,,,,1050
컴퓨터와주변기기,2,,,,672
문구류,1,,,,243
