Code,종목명,섹터,종가,RSI14,5일수익률(%),PER,ROE,시총_억,평가
006800,미래에셋증권,증권,48750,18.61,-6.79,15.3,12.36,272789,◎ 극과매도(RSI 19)
307950,현대오토에버,IT서비스,662000,20.82,-3.22,100.41,10.27,181547,○ 과매도(RSI 21)
336260,두산퓨얼셀,에너지장비및서비스,65000,21.79,-11.08,-39.16,-30.66,42571,○ 과매도(RSI 22)
066970,엘앤에프,전기제품,128600,26.11,-4.03,-10.03,-76.95,52170,△ 약과매도(RSI 26)
012330,현대모비스,자동차부품,612000,27.97,0.82,15.98,7.68,555283,△ 약과매도(RSI 28)
004020,현대제철,철강,32750,28.36,-6.29,606.48,-0.04,43703,△ 약과매도(RSI 28)
096770,SK이노베이션,석유와가스,102400,28.57,-3.49,-7.77,-14.42,173110,△ 약과매도(RSI 29)
005490,POSCO홀딩스,철강,356500,28.8,-5.44,35.07,1.18,282496,△ 약과매도(RSI 29)
457190,이수스페셜티케미컬,화학,79600,28.86,-4.44,-2151.35,0.61,24054,△ 약과매도(RSI 29)
003670,포스코퓨처엠,화학,199500,28.94,0.05,-1209.09,0.92,177448,△ 약과매도(RSI 29)
