Code,종목명,섹터,PER,ROE,종가,시총_억,점수,평가
019180,티에이치엔,자동차부품,1.5,36.85,6740,1213,0.04,◎ 매우 저평가
013520,화승코퍼레이션,자동차부품,1.72,31.51,2600,1301,0.062,◎ 매우 저평가
002990,금호건설,건설,2.13,26.79,4200,1565,0.087,◎ 매우 저평가
016880,웅진,출판,3.48,96.89,2065,1650,0.101,◎ 매우 저평가
136490,선진,식품,1.93,23.5,9140,2173,0.109,◎ 매우 저평가
031440,신세계푸드,"호텔,레스토랑,레저",2.14,23.71,42000,1626,0.109,◎ 매우 저평가
002380,KCC,건축자재,2.72,23.51,524000,45027,0.141,◎ 매우 저평가
001450,현대해상,손해보험,3.27,20.6,38450,32778,0.199,○ 저평가
015760,한국전력,전기유틸리티,2.79,19.4,37900,243304,0.207,○ 저평가
096760,JW홀딩스,제약,4.06,23.57,3790,2802,0.232,○ 저평가
