Code,종목명,섹터,PER,ROE,종가,시총_억,점수,평가
019180,티에이치엔,자동차부품,1.52,36.85,6830,1229,0.04,◎ 매우 저평가
013520,화승코퍼레이션,자동차부품,1.56,31.51,2355,1179,0.058,◎ 매우 저평가
002990,금호건설,건설,1.88,26.79,3710,1382,0.079,◎ 매우 저평가
016880,웅진,출판,3.22,96.89,1910,1527,0.087,◎ 매우 저평가
136490,선진,식품,1.93,23.5,9170,2181,0.112,◎ 매우 저평가
031440,신세계푸드,"호텔,레스토랑,레저",2.2,23.71,43150,1671,0.112,◎ 매우 저평가
002380,KCC,건축자재,2.54,23.51,488500,41976,0.134,◎ 매우 저평가
015760,한국전력,전기유틸리티,2.68,19.4,36400,233675,0.195,○ 저평가
001450,현대해상,손해보험,3.29,20.6,37550,32011,0.209,○ 저평가
096760,JW홀딩스,제약,3.97,23.57,3710,2743,0.217,○ 저평가
