Code,종목명,섹터,종가,RSI14,5일수익률(%),PER,ROE,시총_억,평가
012450,한화에어로스페이스,우주항공과국방,1031000,11.48,-3.64,32.38,19.14,531619,◎ 극과매도(RSI 11)
097950,CJ제일제당,식품,194600,13.61,-3.18,-6.33,-7.67,29295,◎ 극과매도(RSI 14)
003230,삼양식품,식품,1136000,18.2,-0.35,19.68,37.59,85575,◎ 극과매도(RSI 18)
001430,세아베스틸지주,철강,46150,20.19,-7.88,23.04,2.89,16550,○ 과매도(RSI 20)
103140,풍산,비철금속,70100,20.57,-6.03,10.7,6.54,19645,○ 과매도(RSI 21)
112610,씨에스윈드,에너지장비및서비스,41350,22.76,-8.72,-101.6,3.02,17438,○ 과매도(RSI 23)
001440,대한전선,전기장비,37450,24.56,-11.88,142.94,5.48,73399,○ 과매도(RSI 25)
006800,미래에셋증권,증권,51200,25.24,-11.42,23.77,12.36,286498,△ 약과매도(RSI 25)
051600,한전KPS,전기유틸리티,46850,25.26,-6.21,14.8,9.29,21082,△ 약과매도(RSI 25)
259960,크래프톤,게임엔터테인먼트,232000,25.82,-7.94,12.55,10.6,107038,△ 약과매도(RSI 26)
