섹터,종목수,평균PER,평균ROE,평균DIV,시총합_억
반도체와반도체장비,16,15.95,14.27,,29859872
은행,11,11.01,7.87,,2103436
조선,14,-1.76,22.5,,1662505
제약,62,3.3,3.12,,1537113
자동차,10,8.14,9.16,15.79,1485972
전자장비와기기,20,28.94,0.59,,1285284
전기제품,11,3.64,-9.42,,1214996
전기장비,14,51.24,16.91,,1191950
복합기업,17,43.02,2.65,,1148158
우주항공과국방,8,42.55,18.71,,1143920
증권,33,7.96,8.4,,924962
석유와가스,12,7.68,-0.77,,835834
자동차부품,73,4.54,5.55,,823549
화학,72,-47.78,5.75,9.24,733249
기계,22,16.16,3.11,19.68,721926
생명보험,4,14.81,5.94,,661450
양방향미디어와서비스,3,22.17,5.08,,529746
손해보험,11,10.07,12.67,,501903
IT서비스,14,33.6,7.52,,479920
건설,39,13.75,7.26,,424493
화장품,19,12.41,15.5,,377305
철강,36,3.82,0.72,15.74,367066
식품,52,2.17,1.25,,346987
전자제품,4,-26.23,4.36,,304651
전기유틸리티,4,59.64,11.65,,293073
비철금속,26,6.86,3.38,8.88,290700
무선통신서비스,3,33.28,4.67,,263345
해운사,8,13.58,7.94,,244679
게임엔터테인먼트,5,10.18,11.92,,219247
항공사,8,6.6,-83.43,,208113
백화점과일반상점,12,20.57,1.63,,185697
담배,1,17.33,11.77,,182706
항공화물운송과물류,10,-1.7,7.48,,181704
"섬유,의류,신발,호화품",45,15.0,5.45,11.63,177522
에너지장비및서비스,10,-1.2,2.08,,152242
기타,25,,,,140189
무역회사와판매업체,7,14.31,84.01,,137306
다각화된통신서비스,1,8.57,10.22,,132311
부동산,28,31.26,1.34,17.01,95535
방송과엔터테인먼트,8,52.62,-2.5,,94609
가정용기기와용품,5,9.64,11.76,,90577
건축자재,31,2.12,3.84,,83500
가스유틸리티,11,5.59,7.33,,74454
"호텔,레스토랑,레저",10,9.55,5.36,,74016
운송인프라,3,6.46,10.46,,63413
카드,1,8.73,7.45,,53932
디스플레이패널,2,-60.12,3.44,,49555
상업서비스와공급품,9,13.48,9.04,,43579
통신장비,3,40.07,8.28,,30942
광고,3,8.07,10.32,,30304
음료,9,2.7,3.71,,25276
포장재,16,-25.53,2.12,,24100
도로와철도운송,5,-9.18,-10.84,,23019
건강관리장비와용품,5,12.52,-4.92,,17751
가구,7,19.47,4.35,,16020
핸드셋,3,-11.93,4.47,,13257
복합유틸리티,1,2.31,14.84,9.57,7445
종이와목재,10,74.07,-4.03,,6890
디스플레이장비및부품,3,11.89,7.49,,6456
사무용전자제품,1,15.51,1.88,,3964
창업투자,1,14.3,5.99,,3082
출판,2,3.5,96.89,,2279
건축제품,4,0.54,-1.76,,2269
교육서비스,4,-2.51,-12.33,13.93,2266
건강관리업체및서비스,1,4.93,11.08,,2103
식품과기본식료품소매,2,3.15,11.89,,1654
전문소매,1,-16.71,-0.26,,1511
레저용장비와제품,2,3.97,6.36,,1416
가정용품,2,,,,1212
소프트웨어,1,9.52,5.56,,1190
생물공학,2,,,,1119
판매업체,2,,,,1038
컴퓨터와주변기기,2,,,,586
문구류,1,,,,311
