Code,종목명,섹터,PER,ROE,종가,시총_억,점수,평가
019180,티에이치엔,자동차부품,1.33,36.85,6000,1080,0.036,◎ 매우 저평가
013520,화승코퍼레이션,자동차부품,1.79,31.51,2710,1356,0.064,◎ 매우 저평가
031440,신세계푸드,"호텔,레스토랑,레저",1.94,23.71,38150,1477,0.096,◎ 매우 저평가
016880,웅진,출판,3.5,96.89,2075,1658,0.103,◎ 매우 저평가
136490,선진,식품,2.13,23.5,10100,2402,0.112,◎ 매우 저평가
002380,KCC,건축자재,2.24,23.51,432000,37121,0.116,◎ 매우 저평가
001450,현대해상,손해보험,3.12,20.6,36700,31286,0.185,○ 저평가
015760,한국전력,전기유틸리티,2.63,19.4,35700,229181,0.189,○ 저평가
096760,JW홀딩스,제약,4.08,23.57,3810,2817,0.231,○ 저평가
023590,다우기술,증권,2.85,15.95,39000,16882,0.253,○ 저평가
