Code,종목명,섹터,시총_억,종가,거래량,PER,ROE,DIV,평가
005930,삼성전자,반도체와반도체장비,14381845,246000,22577128,19.88,10.85,,◎ 대장주(#1)
000660,SK하이닉스,반도체와반도체장비,12184613,1668000,3945674,16.11,44.15,,◎ 대장주(#2)
402340,SK스퀘어,반도체와반도체장비,1476614,1119000,675010,9.5,37.82,,◎ 대장주(#3)
005935,삼성전자우,반도체와반도체장비,1475561,183900,2270420,14.86,,,○ 우량주(#4)
009150,삼성전기,전자장비와기기,1012847,1356000,1023094,128.08,7.7,,○ 우량주(#5)
005380,현대차,자동차,828245,404500,545657,12.47,8.41,,○ 우량주(#6)
207940,삼성바이오로직스,제약,690198,1491000,52180,48.44,19.44,,○ 우량주(#7)
105560,KB금융,은행,605452,170700,834785,10.79,9.98,,△ 중대형(#8)
032830,삼성생명,생명보험,588000,294000,636762,20.48,4.96,,△ 중대형(#9)
028260,삼성물산,복합기업,563532,347500,339053,23.3,6.02,,△ 중대형(#10)
