섹터,종목수,평균PER,평균ROE,평균DIV,시총합_억
반도체와반도체장비,16,23.75,14.27,,44915976
전자장비와기기,20,43.77,0.59,,2159562
은행,11,12.07,7.87,,2083362
조선,14,-3.1,22.5,,2079273
자동차,10,9.81,9.16,13.17,2012978
전기장비,14,62.64,16.91,,1520846
복합기업,17,53.87,2.65,,1498738
전기제품,11,14.44,-9.42,,1491931
제약,62,3.06,4.38,,1468298
우주항공과국방,8,51.68,18.71,,1380811
증권,33,9.39,8.33,,1070272
생명보험,4,22.74,5.94,,1040944
자동차부품,74,5.27,5.67,10.62,945466
화학,72,-71.5,6.4,9.07,931009
기계,22,19.79,3.11,17.76,897082
석유와가스,12,8.83,-0.77,,873216
IT서비스,14,40.68,7.52,,573218
양방향미디어와서비스,3,22.15,5.08,,543858
손해보험,11,10.23,12.67,,531558
건설,39,15.69,4.09,,482430
철강,36,2.44,-0.18,13.77,421128
전자제품,4,-22.91,4.36,,386809
화장품,19,11.03,15.5,,347334
식품,52,1.73,1.03,,336110
전기유틸리티,4,73.68,11.65,,332113
비철금속,26,6.92,3.38,8.62,317020
무선통신서비스,3,34.16,4.67,,270133
백화점과일반상점,12,27.88,1.63,,262147
해운사,8,8.67,8.06,,235123
게임엔터테인먼트,5,10.69,11.92,,230835
항공사,8,6.48,-83.43,,216190
에너지장비및서비스,10,-4.79,2.08,,188812
항공화물운송과물류,10,-3.44,6.89,,187966
담배,1,17.76,11.77,,187274
"섬유,의류,신발,호화품",45,16.68,5.37,11.11,179076
기타,25,,,,168152
무역회사와판매업체,7,14.39,84.01,,140724
다각화된통신서비스,1,8.74,10.22,,134832
방송과엔터테인먼트,8,50.65,-12.33,,115532
부동산,28,34.39,1.34,16.93,101445
건축자재,31,-22.71,3.53,,93741
가정용기기와용품,5,10.06,11.76,,89529
"호텔,레스토랑,레저",10,11.28,5.36,,87162
가스유틸리티,11,5.73,7.33,,75979
디스플레이패널,2,-83.01,3.44,,68160
운송인프라,3,5.83,10.46,,66832
카드,1,9.3,7.45,,57466
통신장비,3,56.53,8.28,,42917
상업서비스와공급품,9,13.45,9.04,,42605
소프트웨어,2,23.56,10.78,,36246
광고,3,8.38,10.32,,31061
음료,9,2.81,3.71,,26168
포장재,16,-33.5,2.55,,25346
도로와철도운송,5,-4.81,-7.55,,20813
건강관리장비와용품,5,12.82,-4.92,,18811
핸드셋,3,-14.88,4.47,,16117
가구,7,19.25,4.35,,15252
인터넷과카탈로그소매,1,9.42,4.36,,10044
디스플레이장비및부품,3,16.3,7.49,,8449
복합유틸리티,1,2.51,14.84,8.83,8070
종이와목재,10,89.58,-4.28,8.32,7173
사무용전자제품,1,16.23,1.88,,4149
창업투자,1,12.27,5.99,,2644
교육서비스,4,-2.58,-12.33,10.86,2394
건축제품,4,-4.26,-11.82,,2354
출판,2,3.53,96.89,,2318
건강관리업체및서비스,1,3.99,11.08,,1703
식품과기본식료품소매,2,2.94,11.89,,1667
전문소매,1,-17.49,-0.26,,1582
레저용장비와제품,2,4.45,6.36,,1539
생물공학,2,,,,1301
가정용품,2,,,,1254
판매업체,2,,,,1096
컴퓨터와주변기기,2,,,,701
문구류,1,,,,252
