Code,종목명,섹터,시총_억,종가,거래량,PER,ROE,DIV,평가
005930,삼성전자,반도체와반도체장비,17948075,307000,33916688,24.81,10.85,,◎ 대장주(#1)
000660,SK하이닉스,반도체와반도체장비,15985914,2243000,7545783,21.67,44.15,,◎ 대장주(#2)
402340,SK스퀘어,복합기업,1683789,1276000,1187519,19.2,37.82,,◎ 대장주(#3)
005935,삼성전자우,반도체와반도체장비,1540553,192000,6741132,15.52,,,○ 우량주(#4)
005380,현대차,자동차,1394400,681000,1879670,20.99,8.41,,○ 우량주(#5)
009150,삼성전기,전자장비와기기,1217507,1630000,1862646,153.96,7.7,,○ 우량주(#6)
329180,HD현대중공업,조선,780912,744000,551084,36.76,18.82,,○ 우량주(#7)
032830,삼성생명,생명보험,709000,354500,424017,30.79,4.96,,△ 중대형(#8)
034020,두산에너빌리티,기계,695009,108500,3275977,450.21,1.11,,△ 중대형(#9)
028260,삼성물산,복합기업,665698,410500,539890,27.53,6.02,,△ 중대형(#10)
