Code,종목명,섹터,PER,ROE,종가,시총_억,점수,평가
019180,티에이치엔,자동차부품,1.39,36.85,6270,1129,0.036,◎ 매우 저평가
013520,화승코퍼레이션,자동차부품,1.7,31.51,2570,1286,0.055,◎ 매우 저평가
031440,신세계푸드,"호텔,레스토랑,레저",2.06,23.71,40450,1566,0.102,◎ 매우 저평가
136490,선진,식품,1.95,23.5,9230,2195,0.104,◎ 매우 저평가
016880,웅진,출판,3.46,96.89,2050,1639,0.107,◎ 매우 저평가
002380,KCC,건축자재,2.48,23.51,477000,40988,0.124,◎ 매우 저평가
001450,현대해상,손해보험,2.92,20.6,34400,29325,0.182,○ 저평가
015760,한국전력,전기유틸리티,2.77,19.4,37600,241378,0.193,○ 저평가
096760,JW홀딩스,제약,3.99,23.57,3725,2754,0.218,○ 저평가
023590,다우기술,증권,2.64,15.95,36050,15605,0.24,○ 저평가
