Code,종목명,섹터,종가,RSI14,5일수익률(%),PER,ROE,시총_억,평가
088980,맥쿼리인프라,운송인프라,10030,19.18,-6.7,,,48036,◎ 극과매도(RSI 19)
011790,SKC,화학,104700,22.46,-1.97,-5.58,-73.28,51929,○ 과매도(RSI 22)
007810,코리아써키트,전자장비와기기,90100,22.63,-8.53,34.63,11.54,21608,○ 과매도(RSI 23)
307950,현대오토에버,IT서비스,524000,24.31,-3.68,79.48,10.27,143702,○ 과매도(RSI 24)
030200,KT,다각화된통신서비스,53700,27.66,3.87,8.77,10.22,135336,△ 약과매도(RSI 28)
489790,한화비전,통신장비,55000,27.7,0.55,81.6,5.4,27769,△ 약과매도(RSI 28)
017670,SK텔레콤,무선통신서비스,88600,27.73,-2.64,51.93,3.33,190304,△ 약과매도(RSI 28)
004370,농심,식품,341000,28.21,2.1,11.61,6.18,20742,△ 약과매도(RSI 28)
064400,LG씨엔에스,IT서비스,76200,29.0,-3.91,15.99,17.35,73827,△ 약과매도(RSI 29)
033780,KT&G,담배,167100,29.36,-0.89,16.45,11.77,173467,△ 약과매도(RSI 29)
