Code,종목명,매수일,매도일,매수가,매도가,수익률(%)
373220,LG에너지솔루션,2025-09-02,2025-09-09,350000,347000,-0.86
373220,LG에너지솔루션,2025-09-09,2025-09-16,347000,349500,0.72
373220,LG에너지솔루션,2025-11-18,2025-11-25,443000,413500,-6.66
373220,LG에너지솔루션,2025-11-25,2025-12-02,413500,415000,0.36
373220,LG에너지솔루션,2026-01-02,2026-01-09,361000,363000,0.55
373220,LG에너지솔루션,2026-01-09,2026-01-16,363000,391000,7.71
034020,두산에너빌리티,2025-11-18,2025-11-25,75400,73500,-2.52
012450,한화에어로스페이스,2025-12-02,2025-12-09,824000,960000,16.5
329180,HD현대중공업,2026-02-06,2026-02-13,539000,543000,0.74
329180,HD현대중공업,2026-02-13,2026-02-25,543000,594000,9.39
329180,HD현대중공업,2026-04-02,2026-04-09,439000,470500,7.18
207940,삼성바이오로직스,2025-11-25,2025-12-02,1627000,1654000,1.66
207940,삼성바이오로직스,2025-12-02,2025-12-09,1654000,1660000,0.36
207940,삼성바이오로직스,2026-02-06,2026-02-13,1668000,1710000,2.52
000270,기아,2025-09-30,2025-10-14,100700,102500,1.79
105560,KB금융,2025-10-14,2025-10-21,110900,116500,5.05
006400,삼성SDI,2025-09-02,2025-09-09,202500,201500,-0.49
006400,삼성SDI,2025-09-09,2025-09-16,201500,204000,1.24
006400,삼성SDI,2025-09-16,2025-09-23,204000,210000,2.94
006400,삼성SDI,2026-01-02,2026-01-09,262500,267500,1.9
032830,삼성생명,2025-11-04,2025-11-11,151100,159400,5.49
055550,신한지주,2025-09-02,2025-09-09,64900,65300,0.62
068270,셀트리온,2026-03-12,2026-03-19,206000,202000,-1.94
068270,셀트리온,2026-03-19,2026-03-26,202000,203000,0.5
042660,한화오션,2025-10-14,2025-10-21,103100,120700,17.07
042660,한화오션,2025-12-02,2025-12-09,106100,115200,8.58
005490,POSCO홀딩스,2025-09-02,2025-09-09,280000,284000,1.43
298040,효성중공업,2025-12-02,2025-12-09,1861000,1948000,4.67
006800,미래에셋증권,2025-11-25,2025-12-02,20909,21656,3.57
