Code,종목명,섹터,PER,ROE,종가,시총_억,점수,평가
298000,효성화학,화학,0.38,260.94,38900,1475,0.007,◎ 매우 저평가
016880,웅진,출판,1.94,96.89,2935,2346,0.018,◎ 매우 저평가
019180,티에이치엔,자동차부품,1.97,36.85,7510,1352,0.044,◎ 매우 저평가
013520,화승코퍼레이션,자동차부품,2.16,31.51,3365,1684,0.059,◎ 매우 저평가
031440,신세계푸드,"호텔,레스토랑,레저",2.59,23.71,51600,1998,0.096,◎ 매우 저평가
136490,선진,식품,2.24,23.5,11220,2668,0.099,◎ 매우 저평가
002990,금호건설,건설,3.2,26.79,5480,2027,0.108,◎ 매우 저평가
000540,흥국화재,손해보험,1.92,18.85,4470,2872,0.136,◎ 매우 저평가
002380,KCC,건축자재,3.32,23.51,574000,51008,0.14,◎ 매우 저평가
036580,팜스코,식품,3.2,23.16,3560,1308,0.143,◎ 매우 저평가
