섹터,종목수,평균PER,평균ROE,평균DIV,시총합_억
반도체와반도체장비,14,36.9,11.23,,25752389
복합기업,18,50.27,5.35,,2579240
조선,14,-75.64,20.72,,2312142
은행,11,12.96,7.87,,2107163
전기제품,12,11.96,-11.78,,1899699
자동차,10,11.02,9.1,11.11,1878157
전기장비,14,82.3,16.91,,1844648
우주항공과국방,8,52.5,15.63,,1685565
제약,62,-20.06,2.23,,1603700
증권,33,11.69,8.33,,1296660
화학,72,39.72,5.74,21.3,1143985
기계,22,38.87,3.53,14.0,1124379
전자장비와기기,21,53.31,2.71,,1118024
석유와가스,11,27.21,-0.77,,829536
자동차부품,73,4.16,6.01,,813341
생명보험,4,16.36,5.94,,609310
건설,39,11.82,4.24,,590315
철강,36,-37.85,-0.23,10.31,573272
양방향미디어와서비스,3,26.91,5.08,,537895
IT서비스,14,40.88,9.05,,477156
손해보험,11,7.92,12.67,,433046
비철금속,26,20.52,3.49,10.76,425286
화장품,19,25.55,15.5,,408799
전기유틸리티,4,68.44,11.65,,391224
식품,52,9.83,1.22,,381885
무선통신서비스,3,32.24,4.67,,278587
게임엔터테인먼트,5,14.91,11.92,,267513
해운사,8,16.5,7.94,,249814
전자제품,4,19.34,4.36,,245322
"섬유,의류,신발,호화품",47,20.84,4.96,11.11,226112
백화점과일반상점,12,63.77,1.63,,211203
담배,1,20.02,11.77,,205959
항공화물운송과물류,10,-13.02,7.48,,204823
에너지장비및서비스,9,29.94,6.17,,200090
기타,25,,,,198463
항공사,8,0.93,-83.43,,193624
무역회사와판매업체,6,11.31,97.89,,189797
다각화된통신서비스,1,8.82,10.22,,152725
방송과엔터테인먼트,8,19.23,-12.33,,130949
부동산,30,65.75,0.11,12.7,112995
건축자재,31,-3.07,3.36,,111279
"호텔,레스토랑,레저",10,15.72,5.36,,100626
가정용기기와용품,5,11.83,11.76,,89412
가스유틸리티,11,8.8,7.33,33.31,88694
운송인프라,3,4.58,10.46,,68219
디스플레이패널,2,27.17,3.44,,62060
카드,1,9.42,7.45,,60826
통신장비,3,60.21,8.28,,55502
상업서비스와공급품,9,7.33,9.04,,46292
소프트웨어,2,33.16,10.78,,38042
포장재,16,29.68,2.12,,32463
광고,3,9.35,10.32,,32018
음료,9,-5.79,3.71,,30118
도로와철도운송,5,-5.16,-7.55,,23618
건강관리장비와용품,5,18.7,-4.92,,21624
핸드셋,3,2212.75,4.47,,21208
가구,7,9.93,4.35,,19318
디스플레이장비및부품,3,12.42,7.49,,11066
인터넷과카탈로그소매,1,10.36,4.36,,10260
종이와목재,10,5.99,-4.64,,9751
복합유틸리티,1,2.61,14.84,8.07,8835
사무용전자제품,1,24.99,1.88,,4834
창업투자,1,27.62,5.99,,3865
교육서비스,4,-1.87,-3.13,7.37,3746
출판,2,11.94,49.64,,3235
건축제품,4,1.73,-1.76,,2871
전문소매,2,-76.6,-0.26,,2184
식품과기본식료품소매,2,3.52,11.89,,2141
건강관리업체및서비스,1,6.05,11.08,,1767
가정용품,2,58.41,1.78,,1651
레저용장비와제품,2,6.33,6.36,,1636
판매업체,2,-14.73,-9.09,,1478
생물공학,2,,,,1391
컴퓨터와주변기기,2,,,,907
문구류,1,,,,322
